CO_MUNICIPIO;NO_MUNICIPIO;QTD_ESCOLAS;QTD_ESCOLAS_INFO_DESKTOPS;PCT_ESCOLAS_INFO_DESKTOPS;QTD_ESCOLAS_URBANAS;QTD_ESCOLAS_RURAIS;QTD_ESCOLAS_FEDERAIS;QTD_ESCOLAS_ESTADUAIS;QTD_ESCOLAS_MUNICIPAIS;QTD_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_AGUA_POTAVEL;PCT_ESCOLAS_ENERGIA_REDE_PUBLICA;PCT_ESCOLAS_ESGOTO_REDE_PUBLICA;PCT_ESCOLAS_COLETA_LIXO;PCT_ESCOLAS_BIBLIOTECA_LEITURA;PCT_ESCOLAS_LAB_CIENCIAS;PCT_ESCOLAS_LAB_INFORMATICA;PCT_ESCOLAS_QUADRA;PCT_ESCOLAS_REFEITORIO;PCT_ESCOLAS_INTERNET;PCT_ESCOLAS_INTERNET_ALUNOS;PCT_ESCOLAS_INTERNET_APRENDIZAGEM;PCT_ESCOLAS_BANDA_LARGA;PCT_ESCOLAS_BANHEIRO_PNE;PCT_ESCOLAS_SALA_ATENDIMENTO_ESPECIAL;PCT_ESCOLAS_RAMPAS;PCT_ESCOLAS_PISOS_TATEIS;PCT_ESCOLAS_SINALIZACAO_ACESSIVEL;PCT_ESCOLAS_SEM_ACESSIBILIDADE;QTD_ESCOLAS_COM_INTERNET;PCT_ESCOLAS_COM_INTERNET_QUE_TEM_BANDA_LARGA;TOTAL_DESKTOPS_ALUNOS;TOTAL_PORTATEIS_ALUNOS;TOTAL_TABLETS_ALUNOS;TOTAL_SALAS_UTILIZADAS;TOTAL_SALAS_CLIMATIZADAS;TOTAL_SALAS_ACESSIVEIS;PCT_SALAS_CLIMATIZADAS;PCT_SALAS_ACESSIVEIS;QTD_REGISTROS_ENEM;QTD_CANDIDATOS_ENEM;QTD_ESCOLAS_ENEM_TOTAL;QTD_ESCOLAS_ENEM_IDENTIFICADAS_CENSO;QTD_ESCOLAS_ENEM_NAO_VINCULADAS_CENSO;QTD_PARTICIPANTES_CN;QTD_ESCOLAS_COM_NOTA_CN;MEDIA_CN;PCT_PRESENCA_CN;QTD_PARTICIPANTES_CH;QTD_ESCOLAS_COM_NOTA_CH;MEDIA_CH;PCT_PRESENCA_CH;QTD_PARTICIPANTES_LC;QTD_ESCOLAS_COM_NOTA_LC;MEDIA_LC;PCT_PRESENCA_LC;QTD_PARTICIPANTES_MT;QTD_ESCOLAS_COM_NOTA_MT;MEDIA_MT;PCT_PRESENCA_MT;QTD_PRESENTES_REDACAO;QTD_ESCOLAS_COM_NOTA_REDACAO;MEDIA_REDACAO_GERAL;QTD_REDACOES_SEM_PROBLEMAS;MEDIA_REDACAO_SEM_PROBLEMAS;PCT_PRESENCA_REDACAO;PCT_REDACOES_SEM_PROBLEMAS;PCT_ESCOLAS_ENSINO_MEDIO_IDENTIFICADAS_NO_ENEM;PCT_ESCOLAS_ENEM_NAO_VINCULADAS_CENSO
2102036;Bom Jesus das Selvas;51;51;100.0;15;36;0;3;48;2;3.92;98.04;100.0;1.96;39.22;17.65;3.92;7.84;13.73;9.8;94.12;29.41;62.75;74.51;33.33;9.8;49.02;0.0;0.0;45.1;48.0;79.17;41;14;37;253;134;101;52.96;39.92;184;184;2;1;1;123;2;440.47;66.85;133;2;435.93;72.28;133;2;468.63;72.28;123;2;412.36;66.85;133;2;395.79;106;496.6;72.28;79.7;50.0;50.0
2102077;Bom Lugar;20;20;100.0;4;16;0;1;19;1;5.0;95.0;100.0;15.0;75.0;5.0;0.0;25.0;10.0;40.0;100.0;30.0;95.0;100.0;70.0;40.0;85.0;10.0;0.0;0.0;20.0;100.0;67;16;0;107;98;69;91.59;64.49;88;88;1;1;0;71;1;445.46;80.68;72;1;458.3;81.82;72;1;479.56;81.82;71;1;431.64;80.68;72;1;503.06;64;565.94;81.82;88.89;100.0;0.0
2102101;Brejo;69;69;100.0;17;52;0;5;64;5;7.25;100.0;98.55;0.0;26.09;17.39;4.35;5.8;8.7;8.7;92.75;11.59;36.23;91.3;42.03;8.7;84.06;0.0;0.0;1.45;64.0;98.44;105;46;46;354;156;65;44.07;18.36;316;316;5;5;0;256;5;440.34;81.01;264;5;443.91;83.54;264;5;461.26;83.54;256;5;420.63;81.01;264;5;502.73;237;560.0;83.54;89.77;100.0;0.0
2102150;Brejo de Areia;31;31;100.0;4;27;0;2;29;2;6.45;38.71;100.0;0.0;22.58;3.23;0.0;3.23;0.0;35.48;45.16;35.48;41.94;38.71;9.68;0.0;16.13;0.0;0.0;80.65;14.0;85.71;8;13;0;137;1;21;0.73;15.33;29;29;2;1;1;21;2;463.28;72.41;21;2;440.83;72.41;21;2;471.5;72.41;21;2;448.55;72.41;21;2;469.52;16;616.25;72.41;76.19;50.0;50.0
2102200;Buriti;63;63;100.0;11;52;0;4;59;4;6.35;92.06;100.0;1.59;20.63;15.87;1.59;1.59;1.59;3.17;79.37;4.76;31.75;66.67;12.7;3.17;47.62;0.0;0.0;52.38;50.0;84.0;19;17;7;290;69;14;23.79;4.83;256;256;4;3;1;144;3;431.16;56.25;149;3;447.98;58.2;149;3;457.62;58.2;144;3;418.3;56.25;149;3;382.28;110;517.82;58.2;73.83;75.0;25.0
2102309;Buriti Bravo;43;43;100.0;22;21;0;3;40;3;6.98;97.67;100.0;11.63;48.84;37.21;2.33;9.3;4.65;18.6;90.7;11.63;30.23;88.37;41.86;6.98;69.77;4.65;0.0;20.93;39.0;97.44;45;20;0;196;49;65;25.0;33.16;175;175;3;2;1;120;3;438.64;68.57;128;3;463.35;73.14;128;3;475.55;73.14;120;3;433.32;68.57;128;3;511.72;107;612.15;73.14;83.59;66.67;33.33
2102325;Buriticupu;84;84;100.0;19;65;1;12;71;7;8.33;91.67;98.81;2.38;46.43;29.76;2.38;1.19;21.43;13.1;89.29;25.0;57.14;82.14;26.19;19.05;39.29;1.19;0.0;58.33;75.0;92.0;72;22;42;489;141;144;28.83;29.45;697;697;5;5;0;407;5;459.88;58.39;429;5;461.41;61.55;429;5;476.24;61.55;407;5;450.51;58.39;429;5;463.17;353;562.89;61.55;82.28;71.43;0.0
2102358;Buritirana;26;26;100.0;5;21;0;1;25;1;3.85;88.46;100.0;0.0;69.23;23.08;3.85;23.08;7.69;3.85;92.31;38.46;34.62;73.08;46.15;7.69;76.92;0.0;0.0;23.08;24.0;79.17;71;23;1;134;47;55;35.07;41.04;83;83;1;1;0;64;1;448.41;77.11;67;1;456.42;80.72;67;1;466.72;80.72;64;1;439.1;77.11;67;1;441.19;58;509.66;80.72;86.57;100.0;0.0
2102374;Cachoeira Grande;25;25;100.0;6;19;0;1;24;1;4.0;96.0;100.0;0.0;24.0;12.0;0.0;0.0;0.0;8.0;44.0;8.0;24.0;28.0;32.0;12.0;28.0;4.0;0.0;68.0;11.0;63.64;13;16;1;145;21;16;14.48;11.03;61;61;1;1;0;44;1;437.33;72.13;46;1;439.54;75.41;46;1;452.32;75.41;44;1;408.48;72.13;46;1;424.35;39;500.51;75.41;84.78;100.0;0.0
2102408;Cajapió;34;34;100.0;8;26;0;2;32;2;5.88;97.06;100.0;5.88;38.24;17.65;0.0;5.88;5.88;8.82;97.06;8.82;70.59;76.47;11.76;0.0;35.29;0.0;0.0;61.76;33.0;78.79;26;1;9;110;42;8;38.18;7.27;88;88;2;2;0;78;2;424.39;88.64;78;2;431.23;88.64;78;2;446.96;88.64;78;2;410.93;88.64;78;2;465.38;67;541.79;88.64;85.9;100.0;0.0
2102507;Cajari;58;58;100.0;6;52;0;2;56;2;3.45;96.55;98.28;0.0;10.34;3.45;1.72;3.45;3.45;1.72;63.79;27.59;13.79;60.34;12.07;3.45;39.66;1.72;0.0;34.48;37.0;94.59;31;18;0;207;106;2;51.21;0.97;121;121;2;2;0;75;2;421.99;61.98;82;2;437.9;67.77;82;2;443.14;67.77;75;2;417.64;61.98;82;2;386.59;63;503.17;67.77;76.83;100.0;0.0
2102556;Campestre do Maranhão;16;16;100.0;11;5;0;1;15;1;6.25;93.75;100.0;0.0;87.5;6.25;0.0;25.0;6.25;6.25;87.5;0.0;6.25;87.5;37.5;31.25;56.25;0.0;0.0;0.0;14.0;100.0;10;3;0;91;41;19;45.05;20.88;105;105;1;1;0;79;1;441.35;75.24;86;1;465.16;81.9;86;1;485.29;81.9;79;1;427.07;75.24;86;1;476.51;74;553.78;81.9;86.05;100.0;0.0
2102705;Cantanhede;30;30;100.0;12;18;0;1;29;1;3.33;96.67;100.0;3.33;53.33;10.0;0.0;0.0;6.67;26.67;93.33;6.67;40.0;83.33;40.0;83.33;20.0;3.33;0.0;60.0;28.0;89.29;16;13;50;160;102;9;63.75;5.62;131;131;1;1;0;95;1;453.81;72.52;98;1;454.93;74.81;98;1;493.81;74.81;95;1;436.8;72.52;98;1;518.78;89;571.24;74.81;90.82;100.0;0.0
2102754;Capinzal do Norte;24;24;100.0;10;14;0;3;21;3;12.5;100.0;100.0;25.0;70.83;20.83;0.0;0.0;4.17;4.17;87.5;8.33;70.83;79.17;8.33;8.33;83.33;0.0;0.0;4.17;21.0;90.48;8;2;1;103;18;15;17.48;14.56;92;92;3;1;2;71;3;449.71;77.17;78;3;452.04;84.78;78;3;482.64;84.78;71;3;447.96;77.17;78;3;471.03;64;574.06;84.78;82.05;33.33;66.67
2102804;Carolina;46;46;100.0;21;25;1;4;41;3;6.52;97.83;95.65;17.39;52.17;23.91;2.17;4.35;6.52;6.52;80.43;13.04;63.04;69.57;28.26;10.87;60.87;4.35;0.0;36.96;37.0;86.49;52;5;7;185;59;16;31.89;8.65;158;158;3;3;0;138;3;473.29;87.34;143;3;493.01;90.51;143;3;507.42;90.51;138;3;481.6;87.34;143;3;546.99;133;588.12;90.51;93.01;100.0;0.0
2102903;Carutapera;42;42;100.0;18;24;0;5;37;5;11.9;88.1;95.24;2.38;57.14;33.33;2.38;21.43;11.9;33.33;85.71;11.9;42.86;69.05;45.24;23.81;54.76;4.76;0.0;38.1;36.0;80.56;94;76;5;241;123;54;51.04;22.41;265;265;5;4;1;212;5;462.06;80.0;222;5;462.92;83.77;222;5;495.47;83.77;212;5;446.28;80.0;222;5;506.4;204;551.08;83.77;91.89;80.0;20.0
2103000;Caxias;221;221;100.0;97;124;1;19;201;20;9.05;95.93;100.0;17.19;49.32;37.56;10.41;26.7;11.31;20.36;82.81;26.7;34.39;78.73;46.61;24.89;70.59;12.67;0.45;3.17;183.0;95.08;645;204;62;1041;532;640;51.1;61.48;1644;1644;18;18;0;1281;18;464.12;77.92;1331;18;468.75;80.96;1331;18;486.42;80.96;1281;18;454.24;77.92;1331;18;513.88;1191;574.29;80.96;89.48;90.0;0.0
2103109;Cedral;16;16;100.0;4;12;0;1;15;1;6.25;100.0;100.0;6.25;56.25;37.5;0.0;6.25;25.0;12.5;100.0;6.25;31.25;62.5;56.25;18.75;43.75;6.25;0.0;12.5;16.0;62.5;17;4;0;107;37;18;34.58;16.82;147;147;1;1;0;111;1;436.8;75.51;116;1;446.3;78.91;116;1;467.07;78.91;111;1;412.3;75.51;116;1;447.59;94;552.34;78.91;81.03;100.0;0.0
2103125;Central do Maranhão;25;25;100.0;10;15;0;1;24;1;4.0;100.0;100.0;0.0;44.0;28.0;0.0;0.0;8.0;4.0;96.0;8.0;56.0;76.0;60.0;12.0;76.0;12.0;0.0;20.0;24.0;79.17;1;4;0;92;26;38;28.26;41.3;111;111;1;1;0;62;1;439.48;55.86;65;1;427.0;58.56;65;1;461.13;58.56;62;1;414.52;55.86;65;1;439.08;57;500.7;58.56;87.69;100.0;0.0
2103174;Centro Novo do Maranhão;47;47;100.0;9;38;0;7;40;5;10.64;87.23;87.23;0.0;38.3;27.66;0.0;6.38;12.77;0.0;80.85;10.64;17.02;65.96;27.66;21.28;55.32;2.13;0.0;42.55;38.0;81.58;18;18;1;215;91;22;42.33;10.23;135;135;3;2;1;89;3;444.94;65.93;87;3;461.63;64.44;87;3;465.63;64.44;89;3;432.62;65.93;87;3;425.06;72;513.61;64.44;82.76;40.0;33.33
2103158;Centro do Guilherme;32;32;100.0;7;25;0;2;30;2;6.25;31.25;96.88;0.0;21.88;31.25;9.38;18.75;6.25;25.0;87.5;62.5;81.25;43.75;21.88;12.5;21.88;0.0;0.0;75.0;28.0;50.0;19;38;0;203;118;25;58.13;12.32;117;117;1;1;0;44;1;454.0;37.61;49;1;451.44;41.88;49;1;481.37;41.88;44;1;459.78;37.61;49;1;527.35;45;574.22;41.88;91.84;50.0;0.0
2103208;Chapadinha;130;130;100.0;39;91;0;5;125;5;3.85;96.15;100.0;2.31;30.0;19.23;2.31;3.08;9.23;16.15;63.85;8.46;36.92;56.15;37.69;13.85;41.54;1.54;1.54;22.31;83.0;87.95;45;22;1;564;402;105;71.28;18.62;726;726;5;5;0;585;5;457.11;80.58;614;5;461.48;84.57;614;5;480.62;84.57;585;5;451.19;80.58;614;5;519.38;526;606.27;84.57;85.67;100.0;0.0
2103257;Cidelândia;21;21;100.0;6;15;0;2;19;2;9.52;100.0;100.0;0.0;80.95;38.1;4.76;0.0;28.57;9.52;100.0;28.57;19.05;85.71;47.62;9.52;57.14;4.76;0.0;38.1;21.0;85.71;15;7;1;146;102;51;69.86;34.93;117;117;2;2;0;89;2;448.25;76.07;92;2;452.41;78.63;92;2;471.21;78.63;89;2;443.11;76.07;92;2;480.0;75;588.8;78.63;81.52;100.0;0.0
2103307;Codó;159;158;99.37;68;91;1;10;148;10;6.29;91.82;100.0;30.19;49.06;27.67;3.77;9.43;11.95;22.64;81.13;6.29;42.14;66.67;30.19;16.35;42.77;4.4;0.0;49.06;129.0;82.17;295;64;15;810;313;160;38.64;19.75;1298;1298;10;9;1;1019;10;449.34;78.51;1046;10;460.11;80.59;1046;10;480.56;80.59;1019;10;438.86;78.51;1046;10;493.88;919;562.13;80.59;87.86;90.0;10.0
2103406;Coelho Neto;46;46;100.0;25;21;1;5;40;9;19.57;91.3;100.0;8.7;56.52;34.78;6.52;13.04;17.39;13.04;97.83;30.43;71.74;82.61;45.65;26.09;65.22;10.87;2.17;30.43;45.0;84.44;170;49;262;300;125;84;41.67;28.0;607;607;6;6;0;485;6;453.82;79.9;497;6;469.75;81.88;497;6;482.27;81.88;485;6;452.71;79.9;497;6;526.72;437;599.04;81.88;87.93;66.67;0.0
2103505;Colinas;63;63;100.0;25;38;0;5;58;5;7.94;98.41;100.0;3.17;41.27;42.86;3.17;15.87;11.11;9.52;98.41;20.63;80.95;95.24;42.86;15.87;55.56;15.87;0.0;39.68;62.0;96.77;126;39;3;325;111;59;34.15;18.15;367;367;5;5;0;251;5;453.03;68.39;263;5;462.93;71.66;263;5;484.08;71.66;251;5;448.51;68.39;263;5;478.71;212;593.87;71.66;80.61;100.0;0.0
2103554;Conceição do Lago-Açu;36;36;100.0;5;31;0;1;35;1;2.78;88.89;100.0;2.78;19.44;5.56;0.0;5.56;2.78;5.56;97.22;2.78;97.22;88.89;19.44;2.78;0.0;0.0;0.0;91.67;35.0;91.43;2;2;0;148;79;6;53.38;4.05;89;89;1;1;0;68;1;446.96;76.4;70;1;473.82;78.65;70;1;486.37;78.65;68;1;440.62;76.4;70;1;432.29;57;530.88;78.65;81.43;100.0;0.0
2103604;Coroatá;81;80;98.77;31;50;0;11;70;10;12.35;98.77;100.0;3.7;38.27;35.8;3.7;4.94;12.35;9.88;82.72;12.35;32.1;77.78;32.1;14.81;74.07;1.23;1.23;20.99;67.0;94.03;82;51;14;473;192;112;40.59;23.68;551;551;10;7;3;425;10;456.02;77.13;435;10;457.14;78.95;435;10;476.73;78.95;425;10;448.25;77.13;435;10;530.39;375;615.25;78.95;86.21;70.0;30.0
2103703;Cururupu;52;52;100.0;23;29;0;3;49;3;5.77;100.0;75.0;0.0;46.15;15.38;1.92;3.85;7.69;25.0;96.15;32.69;75.0;76.92;40.38;11.54;50.0;1.92;0.0;25.0;50.0;80.0;86;8;0;227;80;23;35.24;10.13;267;267;3;3;0;193;3;456.76;72.28;204;3;473.72;76.4;204;3;491.94;76.4;193;3;450.47;72.28;204;3;492.16;182;551.65;76.4;89.22;100.0;0.0
2102606;Cândido Mendes;46;46;100.0;9;37;0;2;44;2;4.35;100.0;93.48;0.0;21.74;21.74;0.0;8.7;4.35;32.61;95.65;4.35;36.96;76.09;21.74;8.7;30.43;4.35;0.0;60.87;44.0;79.55;57;22;42;227;104;9;45.81;3.96;190;190;2;2;0;118;2;433.21;62.11;127;2;440.95;66.84;127;2;456.33;66.84;118;2;412.08;62.11;127;2;419.37;103;517.09;66.84;81.1;100.0;0.0
2103752;Davinópolis;16;16;100.0;12;4;0;1;15;1;6.25;100.0;100.0;6.25;75.0;31.25;0.0;0.0;6.25;0.0;100.0;25.0;68.75;100.0;18.75;6.25;50.0;0.0;0.0;0.0;16.0;100.0;6;4;0;117;73;34;62.39;29.06;118;118;1;1;0;89;1;440.31;75.42;91;1;457.09;77.12;91;1;465.89;77.12;89;1;428.89;75.42;91;1;421.98;76;505.26;77.12;83.52;100.0;0.0
2103802;Dom Pedro;29;29;100.0;16;13;0;3;26;3;10.34;100.0;100.0;0.0;72.41;44.83;3.45;10.34;24.14;10.34;100.0;13.79;27.59;100.0;41.38;41.38;37.93;0.0;0.0;27.59;29.0;100.0;78;24;0;159;124;66;77.99;41.51;239;239;3;3;0;189;3;479.5;79.08;195;3;496.78;81.59;195;3;502.05;81.59;189;3;506.23;79.08;195;3;594.67;170;682.12;81.59;87.18;100.0;0.0
2103901;Duque Bacelar;26;26;100.0;9;17;0;2;24;2;7.69;61.54;100.0;7.69;30.77;69.23;3.85;7.69;11.54;3.85;73.08;7.69;61.54;11.54;26.92;11.54;19.23;0.0;0.0;69.23;19.0;15.79;8;3;0;113;70;4;61.95;3.54;93;93;2;2;0;39;2;451.6;41.94;42;2;448.13;45.16;42;2;440.89;45.16;39;2;407.65;41.94;42;2;358.57;29;519.31;45.16;69.05;100.0;0.0
2104008;Esperantinópolis;33;33;100.0;11;22;0;3;30;3;9.09;100.0;96.97;3.03;42.42;30.3;6.06;9.09;3.03;6.06;87.88;33.33;21.21;63.64;30.3;0.0;36.36;9.09;0.0;57.58;29.0;72.41;16;4;0;194;84;47;43.3;24.23;206;206;3;3;0;141;3;465.52;68.45;144;3;467.25;69.9;144;3;495.46;69.9;141;3;470.77;68.45;144;3;521.25;124;605.32;69.9;86.11;100.0;0.0
2104057;Estreito;34;34;100.0;20;14;0;3;31;3;8.82;100.0;100.0;5.88;64.71;47.06;2.94;8.82;11.76;20.59;100.0;26.47;61.76;94.12;61.76;29.41;50.0;8.82;0.0;26.47;34.0;94.12;18;28;10;204;135;47;66.18;23.04;271;271;3;2;1;199;3;464.79;73.43;211;3;460.24;77.86;211;3;486.36;77.86;199;3;450.0;73.43;211;3;506.07;194;550.41;77.86;91.94;66.67;33.33
2104073;Feira Nova do Maranhão;8;8;100.0;4;4;0;1;7;1;12.5;100.0;100.0;12.5;87.5;62.5;0.0;12.5;37.5;12.5;100.0;37.5;50.0;50.0;87.5;25.0;50.0;0.0;0.0;12.5;8.0;50.0;12;4;0;65;40;10;61.54;15.38;79;79;1;1;0;57;1;441.81;72.15;58;1;452.0;73.42;58;1;455.99;73.42;57;1;431.95;72.15;58;1;508.28;53;556.23;73.42;91.38;100.0;0.0
2104081;Fernando Falcão;32;32;100.0;3;29;0;5;27;4;12.5;90.62;100.0;0.0;25.0;9.38;0.0;6.25;6.25;0.0;46.88;9.38;15.62;21.88;15.62;0.0;18.75;3.12;0.0;50.0;15.0;46.67;16;11;0;120;38;8;31.67;6.67;34;34;2;1;1;22;2;437.46;64.71;23;2;465.57;67.65;23;2;471.31;67.65;22;2;441.94;64.71;23;2;607.83;22;635.45;67.65;95.65;25.0;50.0
2104099;Formosa da Serra Negra;30;30;100.0;8;22;0;3;27;4;13.33;66.67;100.0;0.0;26.67;20.0;3.33;3.33;16.67;6.67;100.0;23.33;30.0;70.0;33.33;10.0;60.0;3.33;0.0;36.67;30.0;70.0;9;8;2;193;161;87;83.42;45.08;195;195;4;3;1;166;4;448.6;85.13;172;4;453.83;88.21;172;4;460.1;88.21;166;4;437.06;85.13;172;4;528.37;153;593.99;88.21;88.95;75.0;25.0
2104107;Fortaleza dos Nogueiras;19;19;100.0;8;11;0;2;17;2;10.53;57.89;100.0;5.26;42.11;26.32;0.0;5.26;21.05;15.79;100.0;31.58;68.42;15.79;42.11;5.26;78.95;0.0;0.0;15.79;19.0;15.79;25;12;4;108;71;34;65.74;31.48;154;154;2;2;0;132;2;443.69;85.71;135;2;450.03;87.66;135;2;456.41;87.66;132;2;445.71;85.71;135;2;506.96;116;590.0;87.66;85.93;100.0;0.0
2104206;Fortuna;30;30;100.0;11;19;0;2;28;2;6.67;100.0;100.0;6.67;40.0;20.0;3.33;0.0;3.33;26.67;93.33;30.0;66.67;70.0;30.0;6.67;56.67;3.33;0.0;40.0;28.0;75.0;11;17;20;149;16;33;10.74;22.15;167;167;2;2;0;120;2;466.5;71.86;125;2;463.55;74.85;125;2;482.4;74.85;120;2;464.2;71.86;125;2;519.52;114;569.65;74.85;91.2;100.0;0.0
2104305;Godofredo Viana;16;16;100.0;7;9;0;1;15;1;6.25;100.0;87.5;6.25;68.75;25.0;0.0;12.5;0.0;37.5;81.25;12.5;25.0;0.0;43.75;0.0;31.25;6.25;0.0;56.25;13.0;0.0;51;0;0;230;60;11;26.09;4.78;73;73;1;1;0;51;1;457.09;69.86;53;1;458.08;72.6;53;1;484.63;72.6;51;1;449.52;69.86;53;1;517.74;47;583.83;72.6;88.68;100.0;0.0
2104404;Gonçalves Dias;43;43;100.0;8;35;0;2;41;2;4.65;97.67;100.0;13.95;18.6;18.6;4.65;2.33;9.3;13.95;76.74;62.79;60.47;69.77;30.23;2.33;23.26;6.98;2.33;72.09;33.0;90.91;30;28;2;126;91;28;72.22;22.22;94;94;2;2;0;74;2;451.62;78.72;74;2;479.57;78.72;74;2;485.34;78.72;74;2;437.57;78.72;74;2;507.84;69;544.64;78.72;93.24;100.0;0.0
2104503;Governador Archer;25;25;100.0;11;14;0;1;24;1;4.0;52.0;100.0;0.0;48.0;12.0;0.0;8.0;0.0;0.0;44.0;4.0;0.0;16.0;28.0;12.0;16.0;0.0;0.0;72.0;11.0;36.36;0;2;1;89;16;5;17.98;5.62;106;106;1;1;0;78;1;458.76;73.58;81;1;470.77;76.42;81;1;482.86;76.42;78;1;456.04;73.58;81;1;559.51;73;620.82;76.42;90.12;100.0;0.0
2104552;Governador Edison Lobão;19;19;100.0;9;10;0;3;16;3;15.79;100.0;100.0;5.26;78.95;36.84;5.26;15.79;15.79;26.32;100.0;36.84;68.42;100.0;78.95;57.89;84.21;5.26;0.0;15.79;19.0;100.0;50;12;1;130;122;48;93.85;36.92;128;128;2;2;0;89;2;455.55;69.53;93;2;458.1;72.66;93;2;477.54;72.66;89;2;439.49;69.53;93;2;475.48;84;526.43;72.66;90.32;66.67;0.0
2104602;Governador Eugênio Barros;29;29;100.0;6;23;0;3;26;3;10.34;96.55;100.0;0.0;37.93;10.34;0.0;0.0;3.45;20.69;58.62;0.0;13.79;41.38;3.45;0.0;79.31;0.0;0.0;13.79;17.0;70.59;10;2;0;115;22;8;19.13;6.96;95;95;3;2;1;78;3;440.34;82.11;79;3;455.46;83.16;79;3;473.11;83.16;78;3;420.43;82.11;79;3;510.38;71;567.89;83.16;89.87;66.67;33.33
2104628;Governador Luiz Rocha;14;14;100.0;7;7;0;1;13;1;7.14;100.0;100.0;0.0;50.0;7.14;0.0;7.14;7.14;0.0;85.71;7.14;14.29;71.43;14.29;0.0;78.57;0.0;0.0;14.29;12.0;83.33;3;1;0;76;20;15;26.32;19.74;80;80;1;1;0;68;1;463.26;85.0;70;1;444.84;87.5;70;1;484.7;87.5;68;1;459.95;85.0;70;1;516.57;62;583.23;87.5;88.57;100.0;0.0
2104651;Governador Newton Bello;35;35;100.0;6;29;0;1;34;1;2.86;74.29;94.29;2.86;20.0;8.57;0.0;8.57;0.0;0.0;68.57;11.43;45.71;51.43;20.0;42.86;31.43;0.0;0.0;62.86;24.0;75.0;29;2;0;112;64;3;57.14;2.68;40;40;1;1;0;31;1;437.7;77.5;31;1;431.85;77.5;31;1;458.03;77.5;31;1;407.72;77.5;31;1;474.19;27;544.44;77.5;87.1;100.0;0.0
2104677;Governador Nunes Freire;34;34;100.0;17;17;0;1;33;1;2.94;100.0;100.0;0.0;64.71;8.82;0.0;5.88;5.88;0.0;94.12;23.53;52.94;79.41;32.35;11.76;41.18;0.0;0.0;11.76;32.0;84.38;8;16;3;294;102;28;34.69;9.52;179;179;1;1;0;120;1;444.2;67.04;130;1;436.39;72.63;130;1;462.82;72.63;120;1;426.53;67.04;130;1;424.0;103;535.15;72.63;79.23;100.0;0.0
2104800;Grajaú;183;183;100.0;40;143;1;50;132;19;10.38;83.61;97.81;3.28;27.32;15.85;1.09;3.28;10.38;10.38;74.86;44.26;57.92;51.91;15.85;21.86;20.22;2.73;0.0;72.13;137.0;69.34;155;96;29;872;333;88;38.19;10.09;792;792;16;12;4;562;14;453.71;70.96;603;14;458.75;76.14;603;14;475.25;76.14;562;14;439.09;70.96;603;14;465.37;513;547.02;76.14;85.07;63.16;25.0
2104701;Graça Aranha;14;14;100.0;6;8;0;1;13;1;7.14;100.0;100.0;7.14;42.86;28.57;0.0;0.0;7.14;0.0;85.71;7.14;28.57;71.43;21.43;0.0;14.29;0.0;0.0;78.57;12.0;83.33;0;0;0;46;5;0;10.87;0.0;68;68;1;1;0;40;1;442.8;58.82;40;1;465.19;58.82;40;1;485.74;58.82;40;1;448.79;58.82;40;1;644.0;38;677.89;58.82;95.0;100.0;0.0
2104909;Guimarães;17;17;100.0;6;11;0;2;15;2;11.76;100.0;100.0;5.88;47.06;64.71;0.0;17.65;23.53;23.53;82.35;23.53;52.94;58.82;35.29;0.0;70.59;0.0;0.0;29.41;14.0;71.43;24;6;39;94;39;12;41.49;12.77;86;86;2;2;0;72;2;450.52;83.72;76;2;461.53;88.37;76;2;472.58;88.37;72;2;428.0;83.72;76;2;462.63;63;558.1;88.37;82.89;100.0;0.0
2105005;Humberto de Campos;77;77;100.0;17;60;0;2;75;2;2.6;94.81;100.0;0.0;29.87;11.69;0.0;2.6;5.19;2.6;89.61;22.08;44.16;66.23;11.69;12.99;16.88;0.0;0.0;76.62;69.0;73.91;22;45;3;333;102;21;30.63;6.31;245;245;2;2;0;185;2;440.98;75.51;196;2;453.45;80.0;196;2;465.28;80.0;185;2;420.24;75.51;196;2;464.18;172;528.95;80.0;87.76;100.0;0.0
2105104;Icatu;60;60;100.0;10;50;0;3;57;3;5.0;46.67;100.0;3.33;31.67;16.67;0.0;5.0;0.0;3.33;78.33;15.0;31.67;35.0;25.0;15.0;51.67;0.0;0.0;41.67;47.0;44.68;54;14;6;235;79;31;33.62;13.19;259;259;3;3;0;202;3;426.09;77.99;210;3;431.91;81.08;210;3;441.22;81.08;202;3;396.98;77.99;210;3;409.81;184;467.72;81.08;87.62;100.0;0.0
2105203;Igarapé Grande;20;20;100.0;9;11;0;1;19;1;5.0;85.0;100.0;30.0;80.0;10.0;0.0;5.0;5.0;15.0;100.0;20.0;75.0;90.0;50.0;10.0;75.0;0.0;0.0;15.0;20.0;90.0;31;2;0;90;76;40;84.44;44.44;121;121;1;1;0;44;1;435.33;36.36;49;1;441.45;40.5;49;1;456.74;40.5;44;1;431.64;36.36;49;1;415.92;40;509.5;40.5;81.63;100.0;0.0
