CO_MUNICIPIO;NO_MUNICIPIO;QTD_ESCOLAS;QTD_ESCOLAS_INFO_DESKTOPS;PCT_ESCOLAS_INFO_DESKTOPS;QTD_ESCOLAS_URBANAS;QTD_ESCOLAS_RURAIS;QTD_ESCOLAS_FEDERAIS;QTD_ESCOLAS_ESTADUAIS;QTD_ESCOLAS_MUNICIPAIS;QTD_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_AGUA_POTAVEL;PCT_ESCOLAS_ENERGIA_REDE_PUBLICA;PCT_ESCOLAS_ESGOTO_REDE_PUBLICA;PCT_ESCOLAS_COLETA_LIXO;PCT_ESCOLAS_BIBLIOTECA_LEITURA;PCT_ESCOLAS_LAB_CIENCIAS;PCT_ESCOLAS_LAB_INFORMATICA;PCT_ESCOLAS_QUADRA;PCT_ESCOLAS_REFEITORIO;PCT_ESCOLAS_INTERNET;PCT_ESCOLAS_INTERNET_ALUNOS;PCT_ESCOLAS_INTERNET_APRENDIZAGEM;PCT_ESCOLAS_BANDA_LARGA;PCT_ESCOLAS_BANHEIRO_PNE;PCT_ESCOLAS_SALA_ATENDIMENTO_ESPECIAL;PCT_ESCOLAS_RAMPAS;PCT_ESCOLAS_PISOS_TATEIS;PCT_ESCOLAS_SINALIZACAO_ACESSIVEL;PCT_ESCOLAS_SEM_ACESSIBILIDADE;QTD_ESCOLAS_COM_INTERNET;PCT_ESCOLAS_COM_INTERNET_QUE_TEM_BANDA_LARGA;TOTAL_DESKTOPS_ALUNOS;TOTAL_PORTATEIS_ALUNOS;TOTAL_TABLETS_ALUNOS;TOTAL_SALAS_UTILIZADAS;TOTAL_SALAS_CLIMATIZADAS;TOTAL_SALAS_ACESSIVEIS;PCT_SALAS_CLIMATIZADAS;PCT_SALAS_ACESSIVEIS;QTD_REGISTROS_ENEM;QTD_CANDIDATOS_ENEM;QTD_ESCOLAS_ENEM_TOTAL;QTD_ESCOLAS_ENEM_IDENTIFICADAS_CENSO;QTD_ESCOLAS_ENEM_NAO_VINCULADAS_CENSO;QTD_PARTICIPANTES_CN;QTD_ESCOLAS_COM_NOTA_CN;MEDIA_CN;PCT_PRESENCA_CN;QTD_PARTICIPANTES_CH;QTD_ESCOLAS_COM_NOTA_CH;MEDIA_CH;PCT_PRESENCA_CH;QTD_PARTICIPANTES_LC;QTD_ESCOLAS_COM_NOTA_LC;MEDIA_LC;PCT_PRESENCA_LC;QTD_PARTICIPANTES_MT;QTD_ESCOLAS_COM_NOTA_MT;MEDIA_MT;PCT_PRESENCA_MT;QTD_PRESENTES_REDACAO;QTD_ESCOLAS_COM_NOTA_REDACAO;MEDIA_REDACAO_GERAL;QTD_REDACOES_SEM_PROBLEMAS;MEDIA_REDACAO_SEM_PROBLEMAS;PCT_PRESENCA_REDACAO;PCT_REDACOES_SEM_PROBLEMAS;PCT_ESCOLAS_ENSINO_MEDIO_IDENTIFICADAS_NO_ENEM;PCT_ESCOLAS_ENEM_NAO_VINCULADAS_CENSO
2105153;Igarapé do Meio;39;39;100.0;10;29;0;2;37;2;5.13;87.18;100.0;5.13;30.77;12.82;0.0;30.77;0.0;12.82;97.44;15.38;89.74;92.31;33.33;28.21;94.87;2.56;2.56;5.13;38.0;94.74;54;106;0;186;169;27;90.86;14.52;93;93;2;2;0;48;2;425.63;51.61;55;2;440.76;59.14;55;2;461.05;59.14;48;2;416.54;51.61;55;2;353.45;37;525.41;59.14;67.27;100.0;0.0
2105302;Imperatriz;147;147;100.0;117;30;1;22;124;23;15.65;99.32;98.64;50.34;92.52;67.35;21.77;14.97;25.85;45.58;96.6;27.21;54.42;89.12;72.11;23.13;75.51;6.8;1.36;11.56;142.0;92.25;241;123;85;1199;1044;511;87.07;42.62;2343;2343;21;19;2;1807;20;480.62;77.12;1921;20;487.38;81.99;1921;20;510.66;81.99;1807;20;485.45;77.12;1921;20;552.17;1701;623.59;81.99;88.55;82.61;9.52
2105351;Itaipava do Grajaú;37;37;100.0;4;33;0;14;23;5;13.51;86.49;94.59;10.81;32.43;56.76;0.0;2.7;2.7;5.41;72.97;16.22;18.92;67.57;18.92;5.41;29.73;2.7;0.0;70.27;27.0;92.59;14;9;0;161;106;3;65.84;1.86;81;81;3;1;2;54;3;443.21;66.67;55;3;449.22;67.9;55;3;476.02;67.9;54;3;432.18;66.67;55;3;441.82;46;528.26;67.9;83.64;20.0;66.67
2105401;Itapecuru Mirim;100;100;100.0;34;66;1;9;90;10;10.0;90.0;100.0;6.0;44.0;25.0;3.0;5.0;9.0;10.0;83.0;16.0;40.0;55.0;45.0;42.0;37.0;2.0;0.0;41.0;83.0;66.27;116;46;40;897;627;87;69.9;9.7;625;625;10;7;3;418;10;451.22;66.88;437;10;457.02;69.92;437;10;474.95;69.92;418;10;447.86;66.88;437;10;494.74;380;568.95;69.92;86.96;70.0;30.0
2105427;Itinga do Maranhão;36;36;100.0;15;21;0;2;34;2;5.56;100.0;100.0;0.0;50.0;33.33;0.0;0.0;8.33;16.67;69.44;33.33;55.56;63.89;33.33;25.0;52.78;0.0;0.0;47.22;25.0;92.0;20;11;2;181;104;43;57.46;23.76;103;103;2;2;0;82;2;450.32;79.61;85;2;452.12;82.52;85;2;480.56;82.52;82;2;433.83;79.61;85;2;361.18;56;548.21;82.52;65.88;100.0;0.0
2105450;Jatobá;18;18;100.0;6;12;0;1;17;1;5.56;100.0;100.0;0.0;27.78;33.33;0.0;11.11;5.56;0.0;83.33;16.67;66.67;83.33;38.89;0.0;61.11;0.0;0.0;22.22;15.0;100.0;12;9;0;71;9;0;12.68;0.0;51;51;1;1;0;26;1;421.4;50.98;30;1;438.88;58.82;30;1;456.99;58.82;26;1;389.87;50.98;30;1;373.33;23;486.96;58.82;76.67;100.0;0.0
2105476;Jenipapo dos Vieiras;91;91;100.0;5;86;0;61;30;13;14.29;45.05;91.21;3.3;8.79;3.3;0.0;1.1;0.0;0.0;31.87;1.1;19.78;9.89;6.59;3.3;16.48;0.0;0.0;83.52;29.0;31.03;5;14;4;324;32;4;9.88;1.23;59;59;5;3;2;32;5;472.24;54.24;33;5;474.7;55.93;33;5;494.9;55.93;32;5;454.7;54.24;33;5;440.0;26;558.46;55.93;78.79;23.08;40.0
2105609;Joselândia;19;19;100.0;5;14;0;1;18;1;5.26;84.21;100.0;5.26;47.37;42.11;0.0;0.0;15.79;5.26;89.47;10.53;57.89;89.47;31.58;10.53;52.63;10.53;0.0;47.37;17.0;100.0;8;15;2;121;35;21;28.93;17.36;163;163;1;1;0;81;1;449.16;49.69;88;1;454.91;53.99;88;1;477.59;53.99;81;1;440.4;49.69;88;1;431.36;69;550.14;53.99;78.41;100.0;0.0
2105500;João Lisboa;49;49;100.0;19;30;0;3;46;3;6.12;100.0;100.0;22.45;61.22;59.18;0.0;2.04;8.16;20.41;97.96;30.61;79.59;87.76;51.02;85.71;61.22;0.0;0.0;10.2;48.0;89.58;94;24;2;250;28;77;11.2;30.8;214;214;3;3;0;142;3;456.61;66.36;151;3;462.46;70.56;151;3;480.51;70.56;142;3;447.88;66.36;151;3;507.95;133;576.69;70.56;88.08;100.0;0.0
2105658;Junco do Maranhão;12;12;100.0;5;7;0;1;11;1;8.33;100.0;100.0;0.0;75.0;16.67;8.33;25.0;0.0;0.0;91.67;8.33;8.33;33.33;25.0;16.67;75.0;0.0;0.0;8.33;11.0;36.36;0;13;0;62;26;6;41.94;9.68;41;41;1;1;0;31;1;454.47;75.61;31;1;466.21;75.61;31;1;466.46;75.61;31;1;417.16;75.61;31;1;496.13;29;530.34;75.61;93.55;100.0;0.0
2105906;Lago Verde;37;37;100.0;6;31;0;2;35;2;5.41;54.05;100.0;0.0;27.03;10.81;2.7;0.0;2.7;8.11;94.59;21.62;67.57;94.59;21.62;5.41;27.03;0.0;0.0;59.46;35.0;100.0;15;15;0;145;50;18;34.48;12.41;165;165;2;2;0;110;2;432.05;66.67;116;2;433.67;70.3;116;2;449.14;70.3;110;2;431.18;66.67;116;2;424.66;84;586.43;70.3;72.41;100.0;0.0
2105708;Lago da Pedra;60;60;100.0;22;38;0;4;56;4;6.67;85.0;100.0;5.0;55.0;28.33;0.0;3.33;16.67;10.0;100.0;10.0;90.0;88.33;30.0;0.0;48.33;0.0;0.0;46.67;60.0;88.33;32;17;1;277;97;41;35.02;14.8;382;382;4;4;0;274;4;444.43;71.73;288;4;458.57;75.39;288;4;478.96;75.39;274;4;444.65;71.73;288;4;433.47;228;547.54;75.39;79.17;100.0;0.0
2105807;Lago do Junco;33;33;100.0;7;26;0;2;31;9;27.27;100.0;100.0;12.12;33.33;42.42;9.09;0.0;12.12;6.06;72.73;21.21;15.15;60.61;33.33;9.09;39.39;6.06;0.0;27.27;24.0;83.33;33;3;0;145;84;14;57.93;9.66;92;92;2;2;0;68;2;451.23;73.91;73;2;459.53;79.35;73;2;478.26;79.35;68;2;452.43;73.91;73;2;480.27;63;556.51;79.35;86.3;22.22;0.0
2105948;Lago dos Rodrigues;27;27;100.0;8;19;0;2;25;2;7.41;96.3;100.0;0.0;37.04;14.81;3.7;7.41;0.0;22.22;96.3;7.41;25.93;96.3;37.04;11.11;70.37;0.0;0.0;29.63;26.0;100.0;6;11;0;120;79;42;65.83;35.0;135;135;2;2;0;107;2;445.44;79.26;108;2;454.05;80.0;108;2;472.8;80.0;107;2;455.19;79.26;108;2;478.33;95;543.79;80.0;87.96;100.0;0.0
2105963;Lagoa Grande do Maranhão;29;29;100.0;5;24;0;2;27;2;6.9;100.0;100.0;0.0;31.03;10.34;0.0;0.0;0.0;6.9;100.0;27.59;86.21;100.0;34.48;0.0;65.52;3.45;0.0;6.9;29.0;100.0;19;10;20;87;12;17;13.79;19.54;120;120;2;2;0;74;2;443.47;61.67;81;2;455.0;67.5;81;2;470.07;67.5;74;2;426.38;61.67;81;2;453.33;70;524.57;67.5;86.42;100.0;0.0
2105922;Lagoa do Mato;16;16;100.0;5;11;0;1;15;1;6.25;100.0;100.0;18.75;37.5;6.25;0.0;25.0;6.25;0.0;75.0;75.0;62.5;6.25;56.25;50.0;87.5;0.0;0.0;12.5;12.0;8.33;49;19;4;106;46;6;43.4;5.66;90;90;1;1;0;61;1;437.43;67.78;62;1;458.15;68.89;62;1;467.89;68.89;61;1;440.04;67.78;62;1;505.16;49;639.18;68.89;79.03;100.0;0.0
2105989;Lajeado Novo;13;13;100.0;5;8;0;2;11;1;7.69;76.92;100.0;0.0;53.85;0.0;0.0;0.0;0.0;15.38;76.92;0.0;15.38;61.54;38.46;7.69;15.38;7.69;0.0;69.23;10.0;80.0;6;5;0;71;39;3;54.93;4.23;59;59;1;1;0;51;1;431.55;86.44;51;1;421.32;86.44;51;1;465.14;86.44;51;1;439.68;86.44;51;1;456.08;43;540.93;86.44;84.31;100.0;0.0
2106003;Lima Campos;22;22;100.0;8;14;0;1;21;1;4.55;95.45;95.45;9.09;68.18;22.73;0.0;9.09;13.64;18.18;100.0;86.36;100.0;95.45;54.55;27.27;86.36;0.0;0.0;0.0;22.0;95.45;24;32;1;103;99;33;96.12;32.04;146;146;1;1;0;64;1;434.69;43.84;72;1;460.68;49.32;72;1;479.51;49.32;64;1;433.08;43.84;72;1;503.89;67;541.49;49.32;93.06;100.0;0.0
2106102;Loreto;24;24;100.0;11;13;0;3;21;2;8.33;100.0;100.0;0.0;66.67;29.17;4.17;12.5;4.17;8.33;91.67;41.67;83.33;83.33;25.0;8.33;83.33;0.0;0.0;0.0;22.0;90.91;28;18;0;119;9;8;7.56;6.72;97;97;2;2;0;83;2;434.44;85.57;85;2;455.75;87.63;85;2;460.51;87.63;83;2;416.5;85.57;85;2;517.18;79;556.46;87.63;92.94;100.0;0.0
2106201;Luís Domingues;12;12;100.0;8;4;0;1;11;1;8.33;100.0;91.67;0.0;75.0;8.33;0.0;0.0;8.33;41.67;83.33;16.67;50.0;25.0;8.33;8.33;50.0;0.0;0.0;50.0;10.0;30.0;3;20;1;97;17;7;17.53;7.22;60;60;1;1;0;45;1;444.51;75.0;48;1;453.02;80.0;48;1;458.13;80.0;45;1;421.01;75.0;48;1;457.08;44;498.64;80.0;91.67;100.0;0.0
2106300;Magalhães de Almeida;33;33;100.0;7;26;0;5;28;5;15.15;96.97;100.0;21.21;63.64;39.39;3.03;9.09;9.09;12.12;96.97;12.12;63.64;48.48;36.36;9.09;57.58;0.0;0.0;39.39;32.0;50.0;13;33;15;166;45;6;27.11;3.61;125;125;5;3;2;98;5;441.95;78.4;102;5;455.35;81.6;102;5;481.14;81.6;98;5;440.0;78.4;102;5;481.18;85;577.41;81.6;83.33;60.0;40.0
2106326;Maracaçumé;26;26;100.0;15;11;0;2;24;2;7.69;100.0;100.0;0.0;69.23;26.92;0.0;11.54;15.38;7.69;57.69;30.77;11.54;57.69;26.92;3.85;50.0;0.0;0.0;50.0;15.0;100.0;9;4;0;182;92;2;50.55;1.1;234;234;2;2;0;124;2;437.67;52.99;131;2;432.89;55.98;131;2;453.62;55.98;124;2;417.72;52.99;131;2;372.67;88;554.77;55.98;67.18;100.0;0.0
2106359;Marajá do Sena;40;40;100.0;3;37;0;1;39;3;7.5;100.0;100.0;0.0;10.0;7.5;0.0;2.5;0.0;2.5;32.5;5.0;30.0;15.0;17.5;2.5;30.0;0.0;0.0;70.0;13.0;46.15;1;5;0;91;59;36;64.84;39.56;22;22;2;1;1;15;1;448.31;68.18;15;1;439.78;68.18;15;1;475.73;68.18;15;1;455.61;68.18;15;1;424.0;14;454.29;68.18;93.33;33.33;50.0
2106375;Maranhãozinho;29;29;100.0;9;20;0;1;28;1;3.45;100.0;96.55;0.0;44.83;31.03;3.45;17.24;0.0;41.38;89.66;17.24;34.48;82.76;24.14;3.45;51.72;3.45;0.0;48.28;26.0;92.31;16;46;0;145;112;9;77.24;6.21;58;58;1;1;0;41;1;470.14;70.69;41;1;459.96;70.69;41;1;476.15;70.69;41;1;445.39;70.69;41;1;601.46;36;685.0;70.69;87.8;100.0;0.0
2106409;Mata Roma;27;27;100.0;10;17;0;2;25;2;7.41;100.0;100.0;0.0;48.15;18.52;0.0;0.0;25.93;3.7;100.0;3.7;44.44;92.59;25.93;3.7;81.48;0.0;0.0;18.52;27.0;92.59;7;7;0;154;53;29;34.42;18.83;123;123;2;2;0;98;2;432.06;79.67;101;2;436.29;82.11;101;2;455.0;82.11;98;2;419.76;79.67;101;2;422.97;84;508.57;82.11;83.17;100.0;0.0
2106508;Matinha;52;52;100.0;13;39;0;2;50;2;3.85;100.0;100.0;0.0;25.0;15.38;1.92;5.77;5.77;0.0;98.08;61.54;96.15;92.31;17.31;9.62;30.77;0.0;0.0;51.92;51.0;94.12;107;44;0;229;138;17;60.26;7.42;268;268;2;2;0;200;2;438.14;74.63;219;2;435.49;81.72;219;2;452.47;81.72;200;2;435.36;74.63;219;2;401.55;166;529.76;81.72;75.8;100.0;0.0
2106607;Matões;58;58;100.0;14;44;0;4;54;4;6.9;94.83;100.0;6.9;24.14;31.03;3.45;8.62;10.34;27.59;98.28;24.14;39.66;96.55;41.38;3.45;89.66;1.72;0.0;5.17;57.0;98.25;90;16;0;279;117;53;41.94;19.0;312;312;4;4;0;222;4;448.53;71.15;232;4;454.25;74.36;232;4;475.53;74.36;222;4;437.43;71.15;232;4;539.31;208;601.54;74.36;89.66;100.0;0.0
2106631;Matões do Norte;44;44;100.0;8;36;0;3;41;3;6.82;90.91;100.0;0.0;22.73;6.82;0.0;2.27;4.55;0.0;97.73;13.64;50.0;93.18;25.0;2.27;38.64;2.27;0.0;50.0;43.0;95.35;16;4;0;123;25;20;20.33;16.26;87;87;3;3;0;44;3;440.82;50.57;45;3;465.39;51.72;45;3;467.65;51.72;44;3;414.35;50.57;45;3;473.33;39;546.15;51.72;86.67;100.0;0.0
2106672;Milagres do Maranhão;22;22;100.0;7;15;0;1;21;1;4.55;95.45;100.0;9.09;36.36;13.64;0.0;0.0;0.0;36.36;77.27;4.55;59.09;54.55;40.91;18.18;100.0;18.18;0.0;0.0;17.0;70.59;10;13;0;111;81;39;72.97;35.14;38;38;1;1;0;27;1;410.31;71.05;29;1;416.42;76.32;29;1;420.88;76.32;27;1;408.76;71.05;29;1;270.34;16;490.0;76.32;55.17;100.0;0.0
2106706;Mirador;36;36;100.0;9;27;0;4;32;4;11.11;97.22;100.0;22.22;41.67;33.33;2.78;16.67;11.11;16.67;72.22;16.67;52.78;61.11;38.89;25.0;52.78;5.56;0.0;38.89;26.0;84.62;54;10;0;194;91;26;46.91;13.4;143;143;4;2;2;117;4;431.23;81.82;118;4;443.68;82.52;118;4;450.38;82.52;117;4;428.24;81.82;118;4;418.98;87;568.28;82.52;73.73;50.0;50.0
2106755;Miranda do Norte;25;25;100.0;16;9;0;2;23;2;8.0;100.0;100.0;12.0;84.0;32.0;4.0;12.0;16.0;24.0;92.0;12.0;36.0;92.0;48.0;20.0;44.0;0.0;0.0;48.0;23.0;100.0;13;3;0;139;118;12;84.89;8.63;178;178;2;2;0;123;2;444.36;69.1;128;2;451.62;71.91;128;2;471.8;71.91;123;2;428.65;69.1;128;2;383.75;92;533.91;71.91;71.88;100.0;0.0
2106805;Mirinzal;28;28;100.0;12;16;0;2;26;2;7.14;100.0;100.0;0.0;46.43;32.14;0.0;0.0;3.57;7.14;89.29;3.57;39.29;42.86;28.57;14.29;35.71;0.0;0.0;57.14;25.0;48.0;13;13;10;137;37;5;27.01;3.65;118;118;2;2;0;100;2;449.54;84.75;106;2;456.16;89.83;106;2;461.37;89.83;100;2;422.24;84.75;106;2;461.7;91;537.8;89.83;85.85;100.0;0.0
2107001;Montes Altos;18;18;100.0;6;12;0;4;14;2;11.11;83.33;100.0;0.0;44.44;16.67;0.0;11.11;5.56;11.11;88.89;11.11;22.22;72.22;27.78;5.56;27.78;0.0;0.0;66.67;16.0;81.25;18;4;0;75;34;0;45.33;0.0;63;63;2;1;1;50;1;439.68;79.37;53;1;448.08;84.13;53;1;464.9;84.13;50;1;416.9;79.37;53;1;439.25;42;554.29;84.13;79.25;50.0;50.0
2106904;Monção;89;89;100.0;16;73;0;3;86;3;3.37;56.18;100.0;6.74;17.98;7.87;2.25;4.49;3.37;13.48;97.75;10.11;61.8;75.28;19.1;19.1;46.07;0.0;0.0;48.31;87.0;77.01;68;25;33;294;108;21;36.73;7.14;155;155;3;3;0;108;3;444.28;69.68;114;3;464.42;73.55;114;3;472.56;73.55;108;3;429.79;69.68;114;3;493.33;105;535.62;73.55;92.11;100.0;0.0
2107100;Morros;39;39;100.0;10;29;0;1;38;1;2.56;100.0;100.0;0.0;35.9;7.69;0.0;2.56;5.13;5.13;76.92;0.0;53.85;12.82;25.64;2.56;41.03;2.56;0.0;58.97;30.0;16.67;30;24;5;174;70;9;40.23;5.17;133;133;1;1;0;86;1;434.43;64.66;98;1;436.83;73.68;98;1;448.25;73.68;86;1;414.7;64.66;98;1;406.53;80;498.0;73.68;81.63;100.0;0.0
2107209;Nina Rodrigues;38;38;100.0;15;23;0;3;35;3;7.89;97.37;100.0;2.63;34.21;36.84;0.0;5.26;5.26;21.05;89.47;36.84;52.63;47.37;42.11;7.89;42.11;0.0;2.63;52.63;34.0;52.94;68;9;54;167;41;20;24.55;11.98;143;143;3;3;0;98;3;429.04;68.53;102;3;436.21;71.33;102;3;446.8;71.33;98;3;423.74;68.53;102;3;406.86;78;532.05;71.33;76.47;100.0;0.0
2107258;Nova Colinas;7;7;100.0;5;2;0;1;6;1;14.29;100.0;100.0;0.0;85.71;28.57;14.29;14.29;85.71;14.29;100.0;14.29;57.14;100.0;71.43;0.0;100.0;0.0;0.0;0.0;7.0;100.0;1;3;0;55;55;52;100.0;94.55;65;65;1;1;0;50;1;443.79;76.92;52;1;456.44;80.0;52;1;463.38;80.0;50;1;460.0;76.92;52;1;502.31;47;555.74;80.0;90.38;100.0;0.0
2107308;Nova Iorque;5;5;100.0;3;2;0;1;4;2;40.0;100.0;100.0;60.0;60.0;40.0;0.0;0.0;0.0;40.0;100.0;40.0;20.0;60.0;60.0;40.0;60.0;40.0;0.0;40.0;5.0;60.0;0;2;2;39;24;17;61.54;43.59;22;22;1;1;0;17;1;416.86;77.27;17;1;429.88;77.27;17;1;454.07;77.27;17;1;409.14;77.27;17;1;404.71;13;529.23;77.27;76.47;50.0;0.0
2107357;Nova Olinda do Maranhão;33;33;100.0;12;21;0;3;30;1;3.03;93.94;96.97;3.03;39.39;9.09;3.03;9.09;3.03;6.06;57.58;6.06;3.03;54.55;21.21;9.09;24.24;0.0;0.0;72.73;19.0;94.74;16;9;1;141;69;30;48.94;21.28;203;203;1;1;0;138;1;437.38;67.98;151;1;447.1;74.38;151;1;461.6;74.38;138;1;422.43;67.98;151;1;457.75;132;523.64;74.38;87.42;100.0;0.0
2107407;Olho d'Água das Cunhãs;33;33;100.0;11;22;0;2;31;2;6.06;81.82;100.0;3.03;66.67;15.15;0.0;3.03;12.12;0.0;84.85;69.7;72.73;81.82;39.39;30.3;69.7;3.03;0.0;9.09;28.0;96.43;26;4;6;142;49;21;34.51;14.79;141;141;2;2;0;112;2;444.26;79.43;114;2;456.07;80.85;114;2;477.35;80.85;112;2;434.58;79.43;114;2;480.7;104;526.92;80.85;91.23;100.0;0.0
2107456;Olinda Nova do Maranhão;27;27;100.0;8;19;0;2;25;2;7.41;100.0;100.0;0.0;37.04;22.22;0.0;18.52;0.0;22.22;92.59;25.93;37.04;51.85;44.44;7.41;44.44;7.41;0.0;44.44;25.0;56.0;59;14;0;138;66;15;47.83;10.87;149;149;2;2;0;100;2;434.94;67.11;103;2;428.08;69.13;103;2;458.49;69.13;100;2;419.48;67.11;103;2;434.95;86;520.93;69.13;83.5;100.0;0.0
2107605;Palmeirândia;53;53;100.0;9;44;0;3;50;3;5.66;100.0;100.0;0.0;22.64;5.66;0.0;3.77;9.43;7.55;94.34;13.21;5.66;90.57;15.09;0.0;49.06;0.0;0.0;43.4;50.0;96.0;29;24;2;190;49;0;25.79;0.0;135;135;2;2;0;87;2;426.61;64.44;88;2;443.16;65.19;88;2;458.03;65.19;87;2;393.6;64.44;88;2;462.27;79;514.94;65.19;89.77;66.67;0.0
2107704;Paraibano;27;27;100.0;15;12;0;2;25;2;7.41;100.0;100.0;44.44;55.56;22.22;7.41;11.11;18.52;22.22;92.59;14.81;85.19;88.89;29.63;7.41;33.33;3.7;0.0;55.56;25.0;96.0;61;39;0;162;49;28;30.25;17.28;143;143;1;1;0;113;1;436.89;79.02;114;1;436.68;79.72;114;1;468.6;79.72;113;1;446.48;79.02;114;1;485.79;89;622.25;79.72;78.07;50.0;0.0
2107803;Parnarama;49;49;100.0;13;36;0;3;46;3;6.12;61.22;100.0;8.16;28.57;26.53;4.08;14.29;12.24;16.33;95.92;42.86;75.51;95.92;59.18;0.0;91.84;2.04;0.0;6.12;47.0;100.0;22;54;1;279;52;82;18.64;29.39;223;223;3;3;0;196;3;433.67;87.89;196;3;438.72;87.89;196;3;453.57;87.89;196;3;428.64;87.89;196;3;467.35;160;572.5;87.89;81.63;100.0;0.0
2107902;Passagem Franca;30;30;100.0;16;14;0;2;28;2;6.67;100.0;100.0;0.0;53.33;33.33;3.33;6.67;3.33;0.0;93.33;3.33;53.33;80.0;33.33;30.0;76.67;0.0;0.0;16.67;28.0;85.71;25;12;0;179;59;41;32.96;22.91;171;171;2;2;0;122;2;449.7;71.35;128;2;452.83;74.85;128;2;462.03;74.85;122;2;446.51;71.35;128;2;430.94;88;626.82;74.85;68.75;100.0;0.0
2108009;Pastos Bons;31;31;100.0;13;18;0;4;27;7;22.58;100.0;100.0;0.0;58.06;35.48;0.0;12.9;19.35;3.23;96.77;61.29;67.74;90.32;51.61;19.35;96.77;3.23;0.0;3.23;30.0;93.33;28;34;0;213;82;48;38.5;22.54;233;233;6;3;3;136;5;447.35;58.37;142;5;450.55;60.94;142;5;461.46;60.94;136;5;446.57;58.37;142;5;472.39;124;540.97;60.94;87.32;42.86;50.0
2108058;Paulino Neves;48;48;100.0;9;39;0;5;43;5;10.42;62.5;100.0;0.0;39.58;6.25;0.0;10.42;2.08;8.33;87.5;62.5;77.08;83.33;20.83;14.58;33.33;0.0;0.0;54.17;42.0;95.24;76;41;4;232;38;14;16.38;6.03;193;193;5;5;0;102;5;440.03;52.85;108;5;449.09;55.96;108;5;466.0;55.96;102;5;432.96;52.85;108;5;496.85;100;536.6;55.96;92.59;100.0;0.0
2108108;Paulo Ramos;37;37;100.0;10;27;0;1;36;1;2.7;100.0;100.0;0.0;35.14;18.92;2.7;5.41;8.11;2.7;43.24;10.81;2.7;40.54;21.62;8.11;24.32;2.7;0.0;75.68;16.0;93.75;10;13;0;189;83;22;43.92;11.64;163;163;1;1;0;97;1;440.29;59.51;100;1;444.44;61.35;100;1;461.0;61.35;97;1;432.39;59.51;100;1;470.4;85;553.41;61.35;85.0;100.0;0.0
2107506;Paço do Lumiar;79;79;100.0;8;71;0;8;71;8;10.13;98.73;100.0;31.65;97.47;48.1;8.86;12.66;25.32;30.38;92.41;22.78;50.63;81.01;68.35;30.38;78.48;8.86;1.27;12.66;73.0;87.67;77;46;5;658;464;204;70.52;31.0;928;928;7;7;0;722;7;458.69;77.8;748;7;464.28;80.6;748;7;490.59;80.6;722;7;443.91;77.8;748;7;506.15;654;578.9;80.6;87.43;87.5;0.0
2108207;Pedreiras;33;33;100.0;21;12;1;3;29;3;9.09;100.0;100.0;45.45;100.0;27.27;9.09;6.06;15.15;27.27;100.0;45.45;78.79;90.91;42.42;36.36;51.52;3.03;0.0;36.36;33.0;90.91;84;20;5;206;171;54;83.01;26.21;805;805;3;3;0;600;3;479.1;74.53;633;3;476.13;78.63;633;3;507.46;78.63;600;3;489.41;74.53;633;3;565.47;572;625.77;78.63;90.36;100.0;0.0
2108256;Pedro do Rosário;83;83;100.0;7;76;0;5;78;5;6.02;92.77;100.0;10.84;12.05;4.82;0.0;0.0;6.02;2.41;80.72;8.43;30.12;72.29;6.02;13.25;36.14;0.0;0.0;59.04;67.0;89.55;26;5;0;271;87;19;32.1;7.01;197;197;4;2;2;101;4;422.35;51.27;113;4;415.2;57.36;113;4;435.71;57.36;101;4;403.73;51.27;113;4;330.62;81;461.23;57.36;71.68;40.0;50.0
2108306;Penalva;83;83;100.0;16;67;0;4;79;4;4.82;87.95;100.0;0.0;26.51;13.25;0.0;6.02;2.41;9.64;86.75;77.11;53.01;72.29;55.42;22.89;71.08;0.0;0.0;16.87;72.0;83.33;68;21;5;275;126;24;45.82;8.73;317;317;4;4;0;236;4;441.52;74.45;256;4;449.91;80.76;256;4;461.02;80.76;236;4;419.16;74.45;256;4;445.39;219;520.64;80.76;85.55;100.0;0.0
2108405;Peri Mirim;36;36;100.0;7;29;0;1;35;1;2.78;100.0;100.0;0.0;27.78;5.56;0.0;0.0;5.56;8.33;77.78;0.0;33.33;66.67;11.11;8.33;33.33;0.0;0.0;66.67;28.0;85.71;6;16;0;96;15;8;15.62;8.33;102;102;1;1;0;76;1;421.94;74.51;82;1;432.47;80.39;82;1;438.63;80.39;76;1;414.07;74.51;82;1;399.27;67;488.66;80.39;81.71;100.0;0.0
2108454;Peritoró;47;47;100.0;8;39;0;4;43;4;8.51;100.0;100.0;0.0;38.3;21.28;0.0;2.13;10.64;4.26;76.6;59.57;68.09;76.6;40.43;17.02;59.57;8.51;0.0;12.77;36.0;100.0;50;19;1;233;64;22;27.47;9.44;174;174;4;3;1;100;4;445.09;57.47;103;4;453.77;59.2;103;4;481.57;59.2;100;4;444.39;57.47;103;4;492.82;87;583.45;59.2;84.47;75.0;25.0
