CO_MUNICIPIO;NO_MUNICIPIO;QTD_ESCOLAS;QTD_ESCOLAS_INFO_DESKTOPS;PCT_ESCOLAS_INFO_DESKTOPS;QTD_ESCOLAS_URBANAS;QTD_ESCOLAS_RURAIS;QTD_ESCOLAS_FEDERAIS;QTD_ESCOLAS_ESTADUAIS;QTD_ESCOLAS_MUNICIPAIS;QTD_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_AGUA_POTAVEL;PCT_ESCOLAS_ENERGIA_REDE_PUBLICA;PCT_ESCOLAS_ESGOTO_REDE_PUBLICA;PCT_ESCOLAS_COLETA_LIXO;PCT_ESCOLAS_BIBLIOTECA_LEITURA;PCT_ESCOLAS_LAB_CIENCIAS;PCT_ESCOLAS_LAB_INFORMATICA;PCT_ESCOLAS_QUADRA;PCT_ESCOLAS_REFEITORIO;PCT_ESCOLAS_INTERNET;PCT_ESCOLAS_INTERNET_ALUNOS;PCT_ESCOLAS_INTERNET_APRENDIZAGEM;PCT_ESCOLAS_BANDA_LARGA;PCT_ESCOLAS_BANHEIRO_PNE;PCT_ESCOLAS_SALA_ATENDIMENTO_ESPECIAL;PCT_ESCOLAS_RAMPAS;PCT_ESCOLAS_PISOS_TATEIS;PCT_ESCOLAS_SINALIZACAO_ACESSIVEL;PCT_ESCOLAS_SEM_ACESSIBILIDADE;QTD_ESCOLAS_COM_INTERNET;PCT_ESCOLAS_COM_INTERNET_QUE_TEM_BANDA_LARGA;TOTAL_DESKTOPS_ALUNOS;TOTAL_PORTATEIS_ALUNOS;TOTAL_TABLETS_ALUNOS;TOTAL_SALAS_UTILIZADAS;TOTAL_SALAS_CLIMATIZADAS;TOTAL_SALAS_ACESSIVEIS;PCT_SALAS_CLIMATIZADAS;PCT_SALAS_ACESSIVEIS
2103554;Conceição do Lago-Açu;36;36;100.0;5;31;0;1;35;1;2.78;88.89;100.0;2.78;19.44;5.56;0.0;5.56;2.78;5.56;97.22;2.78;97.22;88.89;19.44;2.78;0.0;0.0;0.0;91.67;35.0;91.43;2;2;0;148;79;6;53.38;4.05
2103604;Coroatá;81;80;98.77;31;50;0;11;70;10;12.35;98.77;100.0;3.7;38.27;35.8;3.7;4.94;12.35;9.88;82.72;12.35;32.1;77.78;32.1;14.81;74.07;1.23;1.23;20.99;67.0;94.03;82;51;14;473;192;112;40.59;23.68
2103703;Cururupu;52;52;100.0;23;29;0;3;49;3;5.77;100.0;75.0;0.0;46.15;15.38;1.92;3.85;7.69;25.0;96.15;32.69;75.0;76.92;40.38;11.54;50.0;1.92;0.0;25.0;50.0;80.0;86;8;0;227;80;23;35.24;10.13
2103752;Davinópolis;16;16;100.0;12;4;0;1;15;1;6.25;100.0;100.0;6.25;75.0;31.25;0.0;0.0;6.25;0.0;100.0;25.0;68.75;100.0;18.75;6.25;50.0;0.0;0.0;0.0;16.0;100.0;6;4;0;117;73;34;62.39;29.06
2103802;Dom Pedro;29;29;100.0;16;13;0;3;26;3;10.34;100.0;100.0;0.0;72.41;44.83;3.45;10.34;24.14;10.34;100.0;13.79;27.59;100.0;41.38;41.38;37.93;0.0;0.0;27.59;29.0;100.0;78;24;0;159;124;66;77.99;41.51
2103901;Duque Bacelar;26;26;100.0;9;17;0;2;24;2;7.69;61.54;100.0;7.69;30.77;69.23;3.85;7.69;11.54;3.85;73.08;7.69;61.54;11.54;26.92;11.54;19.23;0.0;0.0;69.23;19.0;15.79;8;3;0;113;70;4;61.95;3.54
2104008;Esperantinópolis;33;33;100.0;11;22;0;3;30;3;9.09;100.0;96.97;3.03;42.42;30.3;6.06;9.09;3.03;6.06;87.88;33.33;21.21;63.64;30.3;0.0;36.36;9.09;0.0;57.58;29.0;72.41;16;4;0;194;84;47;43.3;24.23
2104057;Estreito;34;34;100.0;20;14;0;3;31;3;8.82;100.0;100.0;5.88;64.71;47.06;2.94;8.82;11.76;20.59;100.0;26.47;61.76;94.12;61.76;29.41;50.0;8.82;0.0;26.47;34.0;94.12;18;28;10;204;135;47;66.18;23.04
2104073;Feira Nova do Maranhão;8;8;100.0;4;4;0;1;7;1;12.5;100.0;100.0;12.5;87.5;62.5;0.0;12.5;37.5;12.5;100.0;37.5;50.0;50.0;87.5;25.0;50.0;0.0;0.0;12.5;8.0;50.0;12;4;0;65;40;10;61.54;15.38
2104081;Fernando Falcão;32;32;100.0;3;29;0;5;27;4;12.5;90.62;100.0;0.0;25.0;9.38;0.0;6.25;6.25;0.0;46.88;9.38;15.62;21.88;15.62;0.0;18.75;3.12;0.0;50.0;15.0;46.67;16;11;0;120;38;8;31.67;6.67
2104099;Formosa da Serra Negra;30;30;100.0;8;22;0;3;27;4;13.33;66.67;100.0;0.0;26.67;20.0;3.33;3.33;16.67;6.67;100.0;23.33;30.0;70.0;33.33;10.0;60.0;3.33;0.0;36.67;30.0;70.0;9;8;2;193;161;87;83.42;45.08
2104107;Fortaleza dos Nogueiras;19;19;100.0;8;11;0;2;17;2;10.53;57.89;100.0;5.26;42.11;26.32;0.0;5.26;21.05;15.79;100.0;31.58;68.42;15.79;42.11;5.26;78.95;0.0;0.0;15.79;19.0;15.79;25;12;4;108;71;34;65.74;31.48
2104206;Fortuna;30;30;100.0;11;19;0;2;28;2;6.67;100.0;100.0;6.67;40.0;20.0;3.33;0.0;3.33;26.67;93.33;30.0;66.67;70.0;30.0;6.67;56.67;3.33;0.0;40.0;28.0;75.0;11;17;20;149;16;33;10.74;22.15
2104305;Godofredo Viana;16;16;100.0;7;9;0;1;15;1;6.25;100.0;87.5;6.25;68.75;25.0;0.0;12.5;0.0;37.5;81.25;12.5;25.0;0.0;43.75;0.0;31.25;6.25;0.0;56.25;13.0;0.0;51;0;0;230;60;11;26.09;4.78
2104404;Gonçalves Dias;43;43;100.0;8;35;0;2;41;2;4.65;97.67;100.0;13.95;18.6;18.6;4.65;2.33;9.3;13.95;76.74;62.79;60.47;69.77;30.23;2.33;23.26;6.98;2.33;72.09;33.0;90.91;30;28;2;126;91;28;72.22;22.22
2104503;Governador Archer;25;25;100.0;11;14;0;1;24;1;4.0;52.0;100.0;0.0;48.0;12.0;0.0;8.0;0.0;0.0;44.0;4.0;0.0;16.0;28.0;12.0;16.0;0.0;0.0;72.0;11.0;36.36;0;2;1;89;16;5;17.98;5.62
2104552;Governador Edison Lobão;19;19;100.0;9;10;0;3;16;3;15.79;100.0;100.0;5.26;78.95;36.84;5.26;15.79;15.79;26.32;100.0;36.84;68.42;100.0;78.95;57.89;84.21;5.26;0.0;15.79;19.0;100.0;50;12;1;130;122;48;93.85;36.92
2104602;Governador Eugênio Barros;29;29;100.0;6;23;0;3;26;3;10.34;96.55;100.0;0.0;37.93;10.34;0.0;0.0;3.45;20.69;58.62;0.0;13.79;41.38;3.45;0.0;79.31;0.0;0.0;13.79;17.0;70.59;10;2;0;115;22;8;19.13;6.96
2104628;Governador Luiz Rocha;14;14;100.0;7;7;0;1;13;1;7.14;100.0;100.0;0.0;50.0;7.14;0.0;7.14;7.14;0.0;85.71;7.14;14.29;71.43;14.29;0.0;78.57;0.0;0.0;14.29;12.0;83.33;3;1;0;76;20;15;26.32;19.74
2104651;Governador Newton Bello;35;35;100.0;6;29;0;1;34;1;2.86;74.29;94.29;2.86;20.0;8.57;0.0;8.57;0.0;0.0;68.57;11.43;45.71;51.43;20.0;42.86;31.43;0.0;0.0;62.86;24.0;75.0;29;2;0;112;64;3;57.14;2.68
2104677;Governador Nunes Freire;34;34;100.0;17;17;0;1;33;1;2.94;100.0;100.0;0.0;64.71;8.82;0.0;5.88;5.88;0.0;94.12;23.53;52.94;79.41;32.35;11.76;41.18;0.0;0.0;11.76;32.0;84.38;8;16;3;294;102;28;34.69;9.52
2104701;Graça Aranha;14;14;100.0;6;8;0;1;13;1;7.14;100.0;100.0;7.14;42.86;28.57;0.0;0.0;7.14;0.0;85.71;7.14;28.57;71.43;21.43;0.0;14.29;0.0;0.0;78.57;12.0;83.33;0;0;0;46;5;0;10.87;0.0
2104800;Grajaú;183;183;100.0;40;143;1;50;132;19;10.38;83.61;97.81;3.28;27.32;15.85;1.09;3.28;10.38;10.38;74.86;44.26;57.92;51.91;15.85;21.86;20.22;2.73;0.0;72.13;137.0;69.34;155;96;29;872;333;88;38.19;10.09
2104909;Guimarães;17;17;100.0;6;11;0;2;15;2;11.76;100.0;100.0;5.88;47.06;64.71;0.0;17.65;23.53;23.53;82.35;23.53;52.94;58.82;35.29;0.0;70.59;0.0;0.0;29.41;14.0;71.43;24;6;39;94;39;12;41.49;12.77
2105005;Humberto de Campos;77;77;100.0;17;60;0;2;75;2;2.6;94.81;100.0;0.0;29.87;11.69;0.0;2.6;5.19;2.6;89.61;22.08;44.16;66.23;11.69;12.99;16.88;0.0;0.0;76.62;69.0;73.91;22;45;3;333;102;21;30.63;6.31
2105104;Icatu;60;60;100.0;10;50;0;3;57;3;5.0;46.67;100.0;3.33;31.67;16.67;0.0;5.0;0.0;3.33;78.33;15.0;31.67;35.0;25.0;15.0;51.67;0.0;0.0;41.67;47.0;44.68;54;14;6;235;79;31;33.62;13.19
2105153;Igarapé do Meio;39;39;100.0;10;29;0;2;37;2;5.13;87.18;100.0;5.13;30.77;12.82;0.0;30.77;0.0;12.82;97.44;15.38;89.74;92.31;33.33;28.21;94.87;2.56;2.56;5.13;38.0;94.74;54;106;0;186;169;27;90.86;14.52
2105203;Igarapé Grande;20;20;100.0;9;11;0;1;19;1;5.0;85.0;100.0;30.0;80.0;10.0;0.0;5.0;5.0;15.0;100.0;20.0;75.0;90.0;50.0;10.0;75.0;0.0;0.0;15.0;20.0;90.0;31;2;0;90;76;40;84.44;44.44
2105302;Imperatriz;147;147;100.0;117;30;1;22;124;23;15.65;99.32;98.64;50.34;92.52;67.35;21.77;14.97;25.85;45.58;96.6;27.21;54.42;89.12;72.11;23.13;75.51;6.8;1.36;11.56;142.0;92.25;241;123;85;1199;1044;511;87.07;42.62
2105351;Itaipava do Grajaú;37;37;100.0;4;33;0;14;23;5;13.51;86.49;94.59;10.81;32.43;56.76;0.0;2.7;2.7;5.41;72.97;16.22;18.92;67.57;18.92;5.41;29.73;2.7;0.0;70.27;27.0;92.59;14;9;0;161;106;3;65.84;1.86
2105401;Itapecuru Mirim;100;100;100.0;34;66;1;9;90;10;10.0;90.0;100.0;6.0;44.0;25.0;3.0;5.0;9.0;10.0;83.0;16.0;40.0;55.0;45.0;42.0;37.0;2.0;0.0;41.0;83.0;66.27;116;46;40;897;627;87;69.9;9.7
2105427;Itinga do Maranhão;36;36;100.0;15;21;0;2;34;2;5.56;100.0;100.0;0.0;50.0;33.33;0.0;0.0;8.33;16.67;69.44;33.33;55.56;63.89;33.33;25.0;52.78;0.0;0.0;47.22;25.0;92.0;20;11;2;181;104;43;57.46;23.76
2105450;Jatobá;18;18;100.0;6;12;0;1;17;1;5.56;100.0;100.0;0.0;27.78;33.33;0.0;11.11;5.56;0.0;83.33;16.67;66.67;83.33;38.89;0.0;61.11;0.0;0.0;22.22;15.0;100.0;12;9;0;71;9;0;12.68;0.0
2105476;Jenipapo dos Vieiras;91;91;100.0;5;86;0;61;30;13;14.29;45.05;91.21;3.3;8.79;3.3;0.0;1.1;0.0;0.0;31.87;1.1;19.78;9.89;6.59;3.3;16.48;0.0;0.0;83.52;29.0;31.03;5;14;4;324;32;4;9.88;1.23
2105500;João Lisboa;49;49;100.0;19;30;0;3;46;3;6.12;100.0;100.0;22.45;61.22;59.18;0.0;2.04;8.16;20.41;97.96;30.61;79.59;87.76;51.02;85.71;61.22;0.0;0.0;10.2;48.0;89.58;94;24;2;250;28;77;11.2;30.8
2105609;Joselândia;19;19;100.0;5;14;0;1;18;1;5.26;84.21;100.0;5.26;47.37;42.11;0.0;0.0;15.79;5.26;89.47;10.53;57.89;89.47;31.58;10.53;52.63;10.53;0.0;47.37;17.0;100.0;8;15;2;121;35;21;28.93;17.36
2105658;Junco do Maranhão;12;12;100.0;5;7;0;1;11;1;8.33;100.0;100.0;0.0;75.0;16.67;8.33;25.0;0.0;0.0;91.67;8.33;8.33;33.33;25.0;16.67;75.0;0.0;0.0;8.33;11.0;36.36;0;13;0;62;26;6;41.94;9.68
2105708;Lago da Pedra;60;60;100.0;22;38;0;4;56;4;6.67;85.0;100.0;5.0;55.0;28.33;0.0;3.33;16.67;10.0;100.0;10.0;90.0;88.33;30.0;0.0;48.33;0.0;0.0;46.67;60.0;88.33;32;17;1;277;97;41;35.02;14.8
2105807;Lago do Junco;33;33;100.0;7;26;0;2;31;9;27.27;100.0;100.0;12.12;33.33;42.42;9.09;0.0;12.12;6.06;72.73;21.21;15.15;60.61;33.33;9.09;39.39;6.06;0.0;27.27;24.0;83.33;33;3;0;145;84;14;57.93;9.66
2105906;Lago Verde;37;37;100.0;6;31;0;2;35;2;5.41;54.05;100.0;0.0;27.03;10.81;2.7;0.0;2.7;8.11;94.59;21.62;67.57;94.59;21.62;5.41;27.03;0.0;0.0;59.46;35.0;100.0;15;15;0;145;50;18;34.48;12.41
2105922;Lagoa do Mato;16;16;100.0;5;11;0;1;15;1;6.25;100.0;100.0;18.75;37.5;6.25;0.0;25.0;6.25;0.0;75.0;75.0;62.5;6.25;56.25;50.0;87.5;0.0;0.0;12.5;12.0;8.33;49;19;4;106;46;6;43.4;5.66
2105948;Lago dos Rodrigues;27;27;100.0;8;19;0;2;25;2;7.41;96.3;100.0;0.0;37.04;14.81;3.7;7.41;0.0;22.22;96.3;7.41;25.93;96.3;37.04;11.11;70.37;0.0;0.0;29.63;26.0;100.0;6;11;0;120;79;42;65.83;35.0
2105963;Lagoa Grande do Maranhão;29;29;100.0;5;24;0;2;27;2;6.9;100.0;100.0;0.0;31.03;10.34;0.0;0.0;0.0;6.9;100.0;27.59;86.21;100.0;34.48;0.0;65.52;3.45;0.0;6.9;29.0;100.0;19;10;20;87;12;17;13.79;19.54
2105989;Lajeado Novo;13;13;100.0;5;8;0;2;11;1;7.69;76.92;100.0;0.0;53.85;0.0;0.0;0.0;0.0;15.38;76.92;0.0;15.38;61.54;38.46;7.69;15.38;7.69;0.0;69.23;10.0;80.0;6;5;0;71;39;3;54.93;4.23
2106003;Lima Campos;22;22;100.0;8;14;0;1;21;1;4.55;95.45;95.45;9.09;68.18;22.73;0.0;9.09;13.64;18.18;100.0;86.36;100.0;95.45;54.55;27.27;86.36;0.0;0.0;0.0;22.0;95.45;24;32;1;103;99;33;96.12;32.04
2106102;Loreto;24;24;100.0;11;13;0;3;21;2;8.33;100.0;100.0;0.0;66.67;29.17;4.17;12.5;4.17;8.33;91.67;41.67;83.33;83.33;25.0;8.33;83.33;0.0;0.0;0.0;22.0;90.91;28;18;0;119;9;8;7.56;6.72
2106201;Luís Domingues;12;12;100.0;8;4;0;1;11;1;8.33;100.0;91.67;0.0;75.0;8.33;0.0;0.0;8.33;41.67;83.33;16.67;50.0;25.0;8.33;8.33;50.0;0.0;0.0;50.0;10.0;30.0;3;20;1;97;17;7;17.53;7.22
2106300;Magalhães de Almeida;33;33;100.0;7;26;0;5;28;5;15.15;96.97;100.0;21.21;63.64;39.39;3.03;9.09;9.09;12.12;96.97;12.12;63.64;48.48;36.36;9.09;57.58;0.0;0.0;39.39;32.0;50.0;13;33;15;166;45;6;27.11;3.61
2106326;Maracaçumé;26;26;100.0;15;11;0;2;24;2;7.69;100.0;100.0;0.0;69.23;26.92;0.0;11.54;15.38;7.69;57.69;30.77;11.54;57.69;26.92;3.85;50.0;0.0;0.0;50.0;15.0;100.0;9;4;0;182;92;2;50.55;1.1
2106359;Marajá do Sena;40;40;100.0;3;37;0;1;39;3;7.5;100.0;100.0;0.0;10.0;7.5;0.0;2.5;0.0;2.5;32.5;5.0;30.0;15.0;17.5;2.5;30.0;0.0;0.0;70.0;13.0;46.15;1;5;0;91;59;36;64.84;39.56
2106375;Maranhãozinho;29;29;100.0;9;20;0;1;28;1;3.45;100.0;96.55;0.0;44.83;31.03;3.45;17.24;0.0;41.38;89.66;17.24;34.48;82.76;24.14;3.45;51.72;3.45;0.0;48.28;26.0;92.31;16;46;0;145;112;9;77.24;6.21
2106409;Mata Roma;27;27;100.0;10;17;0;2;25;2;7.41;100.0;100.0;0.0;48.15;18.52;0.0;0.0;25.93;3.7;100.0;3.7;44.44;92.59;25.93;3.7;81.48;0.0;0.0;18.52;27.0;92.59;7;7;0;154;53;29;34.42;18.83
2106508;Matinha;52;52;100.0;13;39;0;2;50;2;3.85;100.0;100.0;0.0;25.0;15.38;1.92;5.77;5.77;0.0;98.08;61.54;96.15;92.31;17.31;9.62;30.77;0.0;0.0;51.92;51.0;94.12;107;44;0;229;138;17;60.26;7.42
2106607;Matões;58;58;100.0;14;44;0;4;54;4;6.9;94.83;100.0;6.9;24.14;31.03;3.45;8.62;10.34;27.59;98.28;24.14;39.66;96.55;41.38;3.45;89.66;1.72;0.0;5.17;57.0;98.25;90;16;0;279;117;53;41.94;19.0
2106631;Matões do Norte;44;44;100.0;8;36;0;3;41;3;6.82;90.91;100.0;0.0;22.73;6.82;0.0;2.27;4.55;0.0;97.73;13.64;50.0;93.18;25.0;2.27;38.64;2.27;0.0;50.0;43.0;95.35;16;4;0;123;25;20;20.33;16.26
2106672;Milagres do Maranhão;22;22;100.0;7;15;0;1;21;1;4.55;95.45;100.0;9.09;36.36;13.64;0.0;0.0;0.0;36.36;77.27;4.55;59.09;54.55;40.91;18.18;100.0;18.18;0.0;0.0;17.0;70.59;10;13;0;111;81;39;72.97;35.14
2106706;Mirador;36;36;100.0;9;27;0;4;32;4;11.11;97.22;100.0;22.22;41.67;33.33;2.78;16.67;11.11;16.67;72.22;16.67;52.78;61.11;38.89;25.0;52.78;5.56;0.0;38.89;26.0;84.62;54;10;0;194;91;26;46.91;13.4
2106755;Miranda do Norte;25;25;100.0;16;9;0;2;23;2;8.0;100.0;100.0;12.0;84.0;32.0;4.0;12.0;16.0;24.0;92.0;12.0;36.0;92.0;48.0;20.0;44.0;0.0;0.0;48.0;23.0;100.0;13;3;0;139;118;12;84.89;8.63
2106805;Mirinzal;28;28;100.0;12;16;0;2;26;2;7.14;100.0;100.0;0.0;46.43;32.14;0.0;0.0;3.57;7.14;89.29;3.57;39.29;42.86;28.57;14.29;35.71;0.0;0.0;57.14;25.0;48.0;13;13;10;137;37;5;27.01;3.65
2106904;Monção;89;89;100.0;16;73;0;3;86;3;3.37;56.18;100.0;6.74;17.98;7.87;2.25;4.49;3.37;13.48;97.75;10.11;61.8;75.28;19.1;19.1;46.07;0.0;0.0;48.31;87.0;77.01;68;25;33;294;108;21;36.73;7.14
2107001;Montes Altos;18;18;100.0;6;12;0;4;14;2;11.11;83.33;100.0;0.0;44.44;16.67;0.0;11.11;5.56;11.11;88.89;11.11;22.22;72.22;27.78;5.56;27.78;0.0;0.0;66.67;16.0;81.25;18;4;0;75;34;0;45.33;0.0
2107100;Morros;39;39;100.0;10;29;0;1;38;1;2.56;100.0;100.0;0.0;35.9;7.69;0.0;2.56;5.13;5.13;76.92;0.0;53.85;12.82;25.64;2.56;41.03;2.56;0.0;58.97;30.0;16.67;30;24;5;174;70;9;40.23;5.17
2107209;Nina Rodrigues;38;38;100.0;15;23;0;3;35;3;7.89;97.37;100.0;2.63;34.21;36.84;0.0;5.26;5.26;21.05;89.47;36.84;52.63;47.37;42.11;7.89;42.11;0.0;2.63;52.63;34.0;52.94;68;9;54;167;41;20;24.55;11.98
2107258;Nova Colinas;7;7;100.0;5;2;0;1;6;1;14.29;100.0;100.0;0.0;85.71;28.57;14.29;14.29;85.71;14.29;100.0;14.29;57.14;100.0;71.43;0.0;100.0;0.0;0.0;0.0;7.0;100.0;1;3;0;55;55;52;100.0;94.55
2107308;Nova Iorque;5;5;100.0;3;2;0;1;4;2;40.0;100.0;100.0;60.0;60.0;40.0;0.0;0.0;0.0;40.0;100.0;40.0;20.0;60.0;60.0;40.0;60.0;40.0;0.0;40.0;5.0;60.0;0;2;2;39;24;17;61.54;43.59
2107357;Nova Olinda do Maranhão;33;33;100.0;12;21;0;3;30;1;3.03;93.94;96.97;3.03;39.39;9.09;3.03;9.09;3.03;6.06;57.58;6.06;3.03;54.55;21.21;9.09;24.24;0.0;0.0;72.73;19.0;94.74;16;9;1;141;69;30;48.94;21.28
2107407;Olho d'Água das Cunhãs;33;33;100.0;11;22;0;2;31;2;6.06;81.82;100.0;3.03;66.67;15.15;0.0;3.03;12.12;0.0;84.85;69.7;72.73;81.82;39.39;30.3;69.7;3.03;0.0;9.09;28.0;96.43;26;4;6;142;49;21;34.51;14.79
2107456;Olinda Nova do Maranhão;27;27;100.0;8;19;0;2;25;2;7.41;100.0;100.0;0.0;37.04;22.22;0.0;18.52;0.0;22.22;92.59;25.93;37.04;51.85;44.44;7.41;44.44;7.41;0.0;44.44;25.0;56.0;59;14;0;138;66;15;47.83;10.87
2107506;Paço do Lumiar;79;79;100.0;8;71;0;8;71;8;10.13;98.73;100.0;31.65;97.47;48.1;8.86;12.66;25.32;30.38;92.41;22.78;50.63;81.01;68.35;30.38;78.48;8.86;1.27;12.66;73.0;87.67;77;46;5;658;464;204;70.52;31.0
2107605;Palmeirândia;53;53;100.0;9;44;0;3;50;3;5.66;100.0;100.0;0.0;22.64;5.66;0.0;3.77;9.43;7.55;94.34;13.21;5.66;90.57;15.09;0.0;49.06;0.0;0.0;43.4;50.0;96.0;29;24;2;190;49;0;25.79;0.0
2107704;Paraibano;27;27;100.0;15;12;0;2;25;2;7.41;100.0;100.0;44.44;55.56;22.22;7.41;11.11;18.52;22.22;92.59;14.81;85.19;88.89;29.63;7.41;33.33;3.7;0.0;55.56;25.0;96.0;61;39;0;162;49;28;30.25;17.28
2107803;Parnarama;49;49;100.0;13;36;0;3;46;3;6.12;61.22;100.0;8.16;28.57;26.53;4.08;14.29;12.24;16.33;95.92;42.86;75.51;95.92;59.18;0.0;91.84;2.04;0.0;6.12;47.0;100.0;22;54;1;279;52;82;18.64;29.39
2107902;Passagem Franca;30;30;100.0;16;14;0;2;28;2;6.67;100.0;100.0;0.0;53.33;33.33;3.33;6.67;3.33;0.0;93.33;3.33;53.33;80.0;33.33;30.0;76.67;0.0;0.0;16.67;28.0;85.71;25;12;0;179;59;41;32.96;22.91
2108009;Pastos Bons;31;31;100.0;13;18;0;4;27;7;22.58;100.0;100.0;0.0;58.06;35.48;0.0;12.9;19.35;3.23;96.77;61.29;67.74;90.32;51.61;19.35;96.77;3.23;0.0;3.23;30.0;93.33;28;34;0;213;82;48;38.5;22.54
2108058;Paulino Neves;48;48;100.0;9;39;0;5;43;5;10.42;62.5;100.0;0.0;39.58;6.25;0.0;10.42;2.08;8.33;87.5;62.5;77.08;83.33;20.83;14.58;33.33;0.0;0.0;54.17;42.0;95.24;76;41;4;232;38;14;16.38;6.03
2108108;Paulo Ramos;37;37;100.0;10;27;0;1;36;1;2.7;100.0;100.0;0.0;35.14;18.92;2.7;5.41;8.11;2.7;43.24;10.81;2.7;40.54;21.62;8.11;24.32;2.7;0.0;75.68;16.0;93.75;10;13;0;189;83;22;43.92;11.64
2108207;Pedreiras;33;33;100.0;21;12;1;3;29;3;9.09;100.0;100.0;45.45;100.0;27.27;9.09;6.06;15.15;27.27;100.0;45.45;78.79;90.91;42.42;36.36;51.52;3.03;0.0;36.36;33.0;90.91;84;20;5;206;171;54;83.01;26.21
2108256;Pedro do Rosário;83;83;100.0;7;76;0;5;78;5;6.02;92.77;100.0;10.84;12.05;4.82;0.0;0.0;6.02;2.41;80.72;8.43;30.12;72.29;6.02;13.25;36.14;0.0;0.0;59.04;67.0;89.55;26;5;0;271;87;19;32.1;7.01
2108306;Penalva;83;83;100.0;16;67;0;4;79;4;4.82;87.95;100.0;0.0;26.51;13.25;0.0;6.02;2.41;9.64;86.75;77.11;53.01;72.29;55.42;22.89;71.08;0.0;0.0;16.87;72.0;83.33;68;21;5;275;126;24;45.82;8.73
2108405;Peri Mirim;36;36;100.0;7;29;0;1;35;1;2.78;100.0;100.0;0.0;27.78;5.56;0.0;0.0;5.56;8.33;77.78;0.0;33.33;66.67;11.11;8.33;33.33;0.0;0.0;66.67;28.0;85.71;6;16;0;96;15;8;15.62;8.33
2108454;Peritoró;47;47;100.0;8;39;0;4;43;4;8.51;100.0;100.0;0.0;38.3;21.28;0.0;2.13;10.64;4.26;76.6;59.57;68.09;76.6;40.43;17.02;59.57;8.51;0.0;12.77;36.0;100.0;50;19;1;233;64;22;27.47;9.44
2108504;Pindaré-Mirim;62;62;100.0;33;29;0;8;54;8;12.9;53.23;100.0;14.52;54.84;19.35;3.23;8.06;8.06;16.13;100.0;19.35;33.87;93.55;17.74;16.13;29.03;4.84;1.61;69.35;62.0;93.55;67;26;73;295;176;31;59.66;10.51
2108603;Pinheiro;144;144;100.0;29;115;1;11;132;12;8.33;79.17;100.0;0.0;23.61;21.53;3.47;3.47;12.5;11.81;93.06;12.5;41.67;37.5;16.67;8.33;32.64;2.78;0.0;64.58;134.0;40.3;111;36;1;552;305;63;55.25;11.41
2108702;Pio XII;49;49;100.0;17;32;0;3;46;3;6.12;100.0;100.0;28.57;36.73;14.29;0.0;18.37;6.12;18.37;91.84;10.2;48.98;79.59;28.57;10.2;30.61;8.16;0.0;55.1;45.0;86.67;41;152;14;260;202;24;77.69;9.23
2108801;Pirapemas;48;48;100.0;14;34;0;2;46;2;4.17;100.0;100.0;0.0;29.17;2.08;0.0;4.17;0.0;0.0;87.5;4.17;66.67;77.08;22.92;0.0;70.83;0.0;0.0;29.17;42.0;88.1;31;3;0;148;46;10;31.08;6.76
2108900;Poção de Pedras;50;50;100.0;10;40;0;5;45;5;10.0;100.0;100.0;10.0;26.0;10.0;4.0;2.0;4.0;0.0;82.0;46.0;18.0;70.0;42.0;8.0;84.0;0.0;0.0;14.0;41.0;85.37;31;19;2;207;120;48;57.97;23.19
2109007;Porto Franco;38;38;100.0;22;16;1;2;35;2;5.26;73.68;100.0;5.26;60.53;18.42;5.26;2.63;26.32;23.68;100.0;10.53;97.37;86.84;68.42;42.11;76.32;2.63;2.63;2.63;38.0;86.84;68;25;1;232;189;201;81.47;86.64
2109056;Porto Rico do Maranhão;13;13;100.0;4;9;0;1;12;1;7.69;100.0;100.0;0.0;38.46;30.77;0.0;0.0;15.38;7.69;100.0;38.46;84.62;100.0;69.23;7.69;92.31;0.0;0.0;0.0;13.0;100.0;11;2;0;57;25;22;43.86;38.6
2109106;Presidente Dutra;39;39;100.0;20;19;1;6;32;7;17.95;87.18;100.0;15.38;92.31;53.85;10.26;25.64;48.72;35.9;97.44;25.64;38.46;66.67;58.97;12.82;61.54;5.13;0.0;30.77;38.0;68.42;187;61;14;287;221;112;77.0;39.02
2109205;Presidente Juscelino;28;28;100.0;6;22;0;3;25;3;10.71;96.43;100.0;0.0;28.57;10.71;0.0;0.0;7.14;3.57;100.0;14.29;67.86;96.43;50.0;57.14;32.14;0.0;0.0;3.57;28.0;96.43;1;1;1;133;39;19;29.32;14.29
2109239;Presidente Médici;19;19;100.0;4;15;0;1;18;1;5.26;78.95;100.0;0.0;21.05;21.05;0.0;5.26;5.26;5.26;68.42;26.32;15.79;36.84;5.26;10.53;10.53;0.0;0.0;36.84;13.0;53.85;6;5;0;86;12;0;13.95;0.0
2109270;Presidente Sarney;47;47;100.0;6;41;0;2;45;2;4.26;59.57;100.0;0.0;31.91;14.89;2.13;2.13;4.26;27.66;100.0;4.26;74.47;42.55;23.4;0.0;80.85;2.13;0.0;2.13;47.0;42.55;11;21;0;221;200;25;90.5;11.31
