CO_ESCOLA;NO_ESCOLA;CO_MUNICIPIO;NO_MUNICIPIO;DEPENDENCIA;LOCALIZACAO;FONTE_IDENTIFICACAO;QTD_REGISTROS;QTD_PARTICIPANTES_CN;MEDIA_CN;QTD_PARTICIPANTES_CH;MEDIA_CH;QTD_PARTICIPANTES_LC;MEDIA_LC;QTD_PARTICIPANTES_MT;MEDIA_MT;QTD_PRESENTES_REDACAO;QTD_REDACOES_SEM_PROBLEMAS;PERCENTUAL_REDACOES_SEM_PROBLEMAS;MEDIA_REDACAO_GERAL;MEDIA_REDACAO_SEM_PROBLEMAS;IN_AGUA_POTAVEL;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_LIXO_SERVICO_COLETA;IN_BIBLIOTECA;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_REFEITORIO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_INTERNET_APRENDIZAGEM;IN_BANDA_LARGA;QT_DESKTOP_ALUNO;QT_COMP_PORTATIL_ALUNO;QT_TABLET_ALUNO;IN_BANHEIRO_PNE;IN_SALA_ATENDIMENTO_ESPECIAL;IN_ACESSIBILIDADE_RAMPAS;IN_ACESSIBILIDADE_PISOS_TATEIS;IN_ACESSIBILIDADE_SINALIZACAO;IN_ACESSIBILIDADE_INEXISTENTE;QT_SALAS_UTILIZADAS;QT_SALAS_UTILIZA_CLIMATIZADAS;QT_SALAS_UTILIZADAS_ACESSIVEIS;TEM_BIBLIOTECA_OU_SALA_LEITURA;QTD_SERVICOS_BASICOS;PERCENTUAL_SERVICOS_BASICOS;QTD_ESPACOS_ESCOLARES;PERCENTUAL_ESPACOS_ESCOLARES;QTD_INFORMACOES_CONECTIVIDADE;QTD_RECURSOS_CONECTIVIDADE;PERCENTUAL_RECURSOS_CONECTIVIDADE;TOTAL_DISPOSITIVOS_ALUNOS;QTD_RECURSOS_ACESSIBILIDADE;PERCENTUAL_RECURSOS_ACESSIBILIDADE;PERCENTUAL_SALAS_CLIMATIZADAS;PERCENTUAL_SALAS_ACESSIVEIS
21164746;CENTRO DE ENSINO ALUIZIO DE AZEVEDO;2112209;Timon;2.0;1.0;CENSO_ESCOLAR_2025;172;119;449.57;125;455.97;125;482.61;119;439.68;125;111;88.8;488.32;549.91;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4.0;1.0;0.0;1.0;1.0;0.0;0.0;9.0;9.0;9.0;1.0;3.0;75.0;2.0;40.0;4;4.0;100.0;4.0;3.0;60.0;100.0;100.0
21164940;CENTRO DE ENSINO ARISTIDES LOBAO;2101509;Barão de Grajaú;2.0;1.0;CENSO_ESCOLAR_2025;57;46;447.84;49;470.13;49;477.05;46;422.93;49;44;89.8;515.51;574.09;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6.0;6.0;6.0;0.0;3.0;75.0;0.0;0.0;4;4.0;100.0;2.0;3.0;60.0;100.0;100.0
21165858;CENTRO DE ENSINO NEY BRAGA;2101509;Barão de Grajaú;2.0;1.0;CENSO_ESCOLAR_2025;56;37;452.81;37;458.97;37;475.87;37;429.56;37;31;83.78;500.0;596.77;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;4.0;0.0;1.0;3.0;75.0;3.0;60.0;4;1.0;25.0;5.0;2.0;40.0;100.0;0.0
21167109;CENTRO EDUCA MAIS MARIA JOSE MACEDO COSTA;2103505;Colinas;2.0;1.0;CENSO_ESCOLAR_2025;81;66;454.89;65;452.78;65;494.14;66;467.35;65;50;76.92;478.15;621.6;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;4.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;10.0;9.0;1.0;1.0;4.0;100.0;4.0;80.0;4;3.0;75.0;6.0;4.0;80.0;90.0;10.0
21167117;CENTRO DE ENSINO JOAO PESSOA;2103505;Colinas;2.0;1.0;CENSO_ESCOLAR_2025;117;76;452.14;82;462.8;82;477.34;76;426.33;82;66;80.49;448.29;556.97;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;3.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;9.0;9.0;9.0;1.0;3.0;75.0;3.0;60.0;4;3.0;75.0;3.0;4.0;80.0;100.0;100.0
21167125;CENTRO DE ENSINO DR ANTONIO JORGE DINO;2103505;Colinas;2.0;1.0;CENSO_ESCOLAR_2025;44;15;454.9;16;465.96;16;467.67;15;443.66;16;11;68.75;358.75;521.82;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;3.0;4.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;9.0;9.0;0.0;1.0;3.0;75.0;3.0;60.0;4;4.0;100.0;7.0;2.0;40.0;100.0;0.0
21167141;CENTRO DE ENSINO ISA RAPOSO BORBA GUIMARAES;2106706;Mirador;2.0;1.0;CENSO_ESCOLAR_2025;99;83;435.72;84;448.46;84;452.16;83;439.73;84;66;78.57;444.05;565.15;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;3.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;3.0;75.0;0.0;0.0;4;4.0;100.0;6.0;2.0;40.0;100.0;0.0
21169012;CENTRO DE ENSINO ANALIA NEIVA;2107308;Nova Iorque;2.0;1.0;CENSO_ESCOLAR_2025;22;17;416.86;17;429.88;17;454.07;17;409.14;17;13;76.47;404.71;529.23;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;4.0;100.0;0.0;0.0;4;3.0;75.0;1.0;2.0;40.0;100.0;0.0
21169632;CENTRO DE ENSINO JOAO FURTADO BRITO;2107704;Paraibano;2.0;1.0;CENSO_ESCOLAR_2025;143;113;436.89;114;436.68;114;468.6;113;446.48;114;89;78.07;485.79;622.25;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;3.0;75.0;0.0;0.0;4;4.0;100.0;4.0;2.0;40.0;0.0;0.0
21171033;CENTRO DE ENSINO SENADOR JOSE NEIVA;2105922;Lagoa do Mato;2.0;1.0;CENSO_ESCOLAR_2025;90;61;437.43;62;458.15;62;467.89;61;440.04;62;49;79.03;505.16;639.18;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;8.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6.0;6.0;6.0;1.0;4.0;100.0;3.0;60.0;4;4.0;100.0;9.0;3.0;60.0;100.0;100.0
21171726;CENTRO DE ENSINO DR JOSE NEIVA;2108009;Pastos Bons;2.0;1.0;CENSO_ESCOLAR_2025;127;60;428.25;65;437.37;65;438.58;60;425.17;65;54;83.08;387.69;466.67;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;3.0;75.0;2.0;40.0;4;3.0;75.0;0.0;2.0;40.0;0.0;0.0
21171750;CENTRO EDUCA MAIS PROFESSOR RIBAMAR TORRES;2108009;Pastos Bons;2.0;1.0;CENSO_ESCOLAR_2025;69;62;468.02;62;468.06;62;485.82;62;473.03;62;56;90.32;562.9;623.21;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;3.0;4.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;9.0;9.0;9.0;1.0;3.0;75.0;2.0;40.0;4;4.0;100.0;7.0;2.0;40.0;100.0;100.0
21172684;CENTRO EDUCA MAIS ESTADO DE SAO PAULO;2110906;São Francisco do Maranhão;2.0;1.0;CENSO_ESCOLAR_2025;65;47;437.3;48;445.27;48;458.18;47;425.43;48;37;77.08;389.58;505.41;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;3.0;5.0;0.0;3.0;75.0;0.0;0.0;4;4.0;100.0;5.0;2.0;40.0;60.0;100.0
21173427;CENTRO DE ENSINO DR PAULO RAMOS;2111102;São João dos Patos;2.0;1.0;CENSO_ESCOLAR_2025;169;119;450.56;127;445.89;127;459.96;119;420.95;127;98;77.17;387.09;501.63;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;8.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0;8.0;0.0;1.0;3.0;75.0;4.0;80.0;4;3.0;75.0;10.0;3.0;60.0;100.0;0.0
21173435;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MARANHAO - IEMA PLENO SAO JOAO DOS PATOS;2111102;São João dos Patos;2.0;1.0;CENSO_ESCOLAR_2025;95;89;485.63;91;484.64;91;507.53;89;510.87;91;87;95.6;669.67;700.46;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;12.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;9.0;9.0;9.0;1.0;3.0;75.0;4.0;80.0;4;4.0;100.0;12.0;3.0;60.0;100.0;100.0
21173915;CENTRO DE ENSINO DRº ADONIAS LUCAS DE LACERDA;2111904;Sucupira do Norte;2.0;1.0;CENSO_ESCOLAR_2025;59;48;434.23;50;447.77;50;460.04;48;434.86;50;46;92.0;570.4;620.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;1.0;3.0;75.0;2.0;40.0;4;2.0;50.0;0.0;1.0;20.0;0.0;0.0
21174148;CENTRO DE ENSINO LUZIA AIRES MARANHAO;2102804;Carolina;2.0;1.0;CENSO_ESCOLAR_2025;106;95;479.29;98;505.4;98;512.63;95;501.57;98;92;93.88;573.27;610.65;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;9.0;9.0;0.0;1.0;3.0;75.0;3.0;60.0;4;2.0;50.0;0.0;3.0;60.0;100.0;0.0
21174202;IEMA PLENO CAROLINA - SERTAO MARANHENSE;2102804;Carolina;2.0;1.0;CENSO_ESCOLAR_2025;32;29;460.24;31;477.31;31;497.73;29;432.17;31;28;90.32;475.48;526.43;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;19.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;8.0;8.0;8.0;1.0;4.0;100.0;5.0;100.0;4;4.0;100.0;19.0;4.0;80.0;100.0;100.0
21175632;CENTRO EDUCA MAIS PROFESSOR JOAO PEREIRA MARTINS NETO;2104057;Estreito;2.0;1.0;CENSO_ESCOLAR_2025;115;82;471.97;86;465.35;86;494.02;82;448.0;86;78;90.7;516.51;569.49;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;4.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0;8.0;0.0;1.0;3.0;75.0;1.0;20.0;4;4.0;100.0;4.0;3.0;60.0;100.0;0.0
21177376;CENTRO DE ENSINO FREI GIL;2104057;Estreito;2.0;1.0;CENSO_ESCOLAR_2025;148;110;461.11;118;456.83;118;481.93;110;454.51;118;109;92.37;498.98;540.18;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;7.0;7.0;6.0;1.0;3.0;75.0;4.0;80.0;4;4.0;100.0;2.0;3.0;60.0;100.0;85.71
21177384;CENTRO DE ENSINO DELFINO AGUIAR DE AZEVEDO;2111052;São João do Paraíso;2.0;1.0;CENSO_ESCOLAR_2025;93;60;443.25;67;444.93;67;462.42;60;422.85;67;61;91.04;467.16;513.11;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;7.0;7.0;0.0;1.0;3.0;75.0;1.0;20.0;4;4.0;100.0;3.0;2.0;40.0;100.0;0.0
21177392;CENTRO DE ENSINO VALENTIM DA SILVA AGUIAR;2102556;Campestre do Maranhão;2.0;1.0;CENSO_ESCOLAR_2025;105;79;441.35;86;465.16;86;485.29;79;427.07;86;74;86.05;476.51;553.78;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;5.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;7.0;7.0;7.0;1.0;3.0;75.0;2.0;40.0;4;3.0;75.0;8.0;3.0;60.0;100.0;100.0
21180350;CENTRO EDUCA MAIS VITORINO FREIRE;2100501;Alto Parnaíba;2.0;1.0;CENSO_ESCOLAR_2025;101;86;431.47;89;437.78;89;457.71;86;423.62;89;71;79.78;420.67;527.32;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;9.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;9.0;9.0;9.0;0.0;4.0;100.0;2.0;40.0;4;4.0;100.0;9.0;2.0;40.0;100.0;100.0
21180393;CENTRO DE ENSINO DOM DANIEL COMBONI;2101400;Balsas;2.0;1.0;CENSO_ESCOLAR_2025;143;124;470.71;129;487.71;129;511.17;124;478.56;129;123;95.35;600.93;630.24;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;9.0;9.0;1.0;3.0;75.0;3.0;60.0;4;3.0;75.0;0.0;1.0;20.0;100.0;100.0
21182388;CENTRO DE ENSINO JOSE PEREIRA DE SOUSA;2101400;Balsas;2.0;1.0;CENSO_ESCOLAR_2025;20;9;449.48;12;428.56;12;459.52;9;428.32;12;8;66.67;338.33;507.5;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;5.0;0.0;1.0;4.0;100.0;1.0;20.0;4;1.0;25.0;2.0;0.0;0.0;71.43;0.0
21182400;CENTRO DE ENSINO DIDACIO SANTOS;2101400;Balsas;2.0;1.0;CENSO_ESCOLAR_2025;82;56;467.35;62;461.2;62;482.26;56;453.13;62;52;83.87;506.13;603.46;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;3.0;75.0;0.0;0.0;4;3.0;75.0;1.0;3.0;60.0;100.0;0.0
21182426;CENTRO DE ENSINO PROFESSOR LUIZ REGO;2101400;Balsas;2.0;1.0;CENSO_ESCOLAR_2025;139;82;449.38;90;449.23;90;473.3;82;433.64;90;79;87.78;476.89;543.29;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;0.0;0.0;1.0;3.0;75.0;2.0;40.0;4;2.0;50.0;0.0;0.0;0.0;0.0;0.0
21184259;CENTRO DE ENSINO LUSO ROCHA;2109502;Riachão;2.0;1.0;CENSO_ESCOLAR_2025;132;90;458.35;89;449.5;89;475.33;90;439.44;89;84;94.38;525.17;556.43;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;12.0;12.0;12.0;0.0;3.0;75.0;2.0;40.0;3;0.0;0.0;1.0;3.0;60.0;100.0;100.0
21184305;CENTRO DE ENSINO ENEAS MAIA FILHO;2112001;Tasso Fragoso;2.0;1.0;CENSO_ESCOLAR_2025;110;92;448.85;94;452.65;94;470.26;92;445.09;94;85;90.43;525.53;581.18;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;11.0;5.0;5.0;0.0;4.0;100.0;0.0;0.0;4;2.0;50.0;1.0;2.0;40.0;45.45;45.45
21185565;CENTRO DE ENSINO AQUILES LISBOA;2110658;São Domingos do Azeitão;2.0;1.0;CENSO_ESCOLAR_2025;89;81;433.74;82;447.42;82;468.51;81;417.11;82;66;80.49;542.44;673.94;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;8.0;5.0;3.0;0.0;3.0;75.0;1.0;20.0;4;4.0;100.0;2.0;2.0;40.0;62.5;37.5
21185590;CENTRO DE ENSINO LUCAS COELHO;2101806;Benedito Leite;2.0;1.0;CENSO_ESCOLAR_2025;20;13;436.3;13;446.85;13;474.25;13;427.35;13;10;76.92;569.23;740.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;3.0;0.0;1.0;3.0;75.0;3.0;60.0;4;4.0;100.0;2.0;2.0;40.0;50.0;0.0
21186855;CENTRO EDUCA MAIS MARCELINO MACHADO;2104107;Fortaleza dos Nogueiras;2.0;1.0;CENSO_ESCOLAR_2025;75;66;444.01;66;445.85;66;439.29;66;432.49;66;55;83.33;450.3;540.36;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;10.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;6.0;0.0;1.0;2.0;50.0;3.0;60.0;4;3.0;75.0;10.0;2.0;40.0;100.0;0.0
21186898;CENTRO DE ENSINO VERA LUCIA DOS SANTOS CARVALHO;2104107;Fortaleza dos Nogueiras;2.0;1.0;CENSO_ESCOLAR_2025;79;66;443.38;69;454.02;69;472.77;66;458.92;69;61;88.41;561.16;634.75;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;8.0;8.0;8.0;1.0;3.0;75.0;1.0;20.0;4;1.0;25.0;0.0;2.0;40.0;100.0;100.0
21187703;CENTRO DE ENSINO PAULO FREIRE;2106102;Loreto;2.0;1.0;CENSO_ESCOLAR_2025;87;79;434.6;80;455.6;80;458.68;79;419.17;80;74;92.5;514.75;556.49;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;10.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;16.0;8.0;8.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;30.0;3.0;60.0;50.0;50.0
21188335;CENTRO DE ENSINO DR PAULO RAMOS;2109700;Sambaíba;2.0;1.0;CENSO_ESCOLAR_2025;38;32;426.31;33;432.42;33;444.14;32;420.45;33;30;90.91;539.39;593.33;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;8.0;5.0;5.0;1.0;3.0;75.0;3.0;60.0;4;2.0;50.0;1.0;1.0;20.0;62.5;62.5
21188750;CENTRO DE ENSINO HENRIQUE MARTINS;2110807;São Félix de Balsas;2.0;1.0;CENSO_ESCOLAR_2025;19;8;437.96;10;469.19;10;483.05;8;401.78;10;10;100.0;598.0;598.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;12.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;3.0;3.0;1.0;2.0;50.0;3.0;60.0;4;3.0;75.0;12.0;2.0;40.0;100.0;100.0
21189692;CENTRO DE ENSINO SAO RAIMUNDO NONATO;2111607;São Raimundo das Mangabeiras;2.0;1.0;CENSO_ESCOLAR_2025;126;94;420.1;98;437.12;98;449.4;94;403.44;98;76;77.55;376.53;485.53;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;1.0;3.0;75.0;2.0;40.0;4;1.0;25.0;0.0;1.0;20.0;0.0;0.0
21192806;CENTRO DE ENSINO GOVERNADOR EUGENIO BARROS;2109106;Presidente Dutra;2.0;2.0;CENSO_ESCOLAR_2025;21;7;401.59;7;398.37;7;448.89;7;376.26;7;5;71.43;311.43;436.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;1.0;0.0;1.0;3.0;75.0;1.0;20.0;4;2.0;50.0;1.0;2.0;40.0;16.67;0.0
21193355;CENTRO DE ENSINO HENRIQUE DE LA ROQUE - ANEXO I - BOM LUGAR;2105500;João Lisboa;2.0;2.0;CENSO_ESCOLAR_2025;13;8;480.45;8;470.78;8;484.39;8;458.4;8;8;100.0;512.5;512.5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;3.0;75.0;0.0;0.0;4;4.0;100.0;1.0;2.0;40.0;0.0;100.0
21194089;CENTRO DE ENSINO MARY DALVA CASTRO ROCHA;2100055;Açailândia;2.0;1.0;CENSO_ESCOLAR_2025;61;43;443.04;44;455.2;44;469.82;43;417.83;44;39;88.64;482.73;544.62;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;7.0;7.0;7.0;1.0;3.0;75.0;2.0;40.0;4;3.0;75.0;1.0;2.0;40.0;100.0;100.0
21194304;CENTRO EDUCA MAIS BARREIRINHAS;2101707;Barreirinhas;2.0;1.0;CENSO_ESCOLAR_2025;129;50;429.58;59;444.56;59;455.9;50;404.47;59;45;76.27;372.2;488.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;18.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;14.0;7.0;0.0;1.0;4.0;100.0;4.0;80.0;4;4.0;100.0;18.0;3.0;60.0;50.0;0.0
21194315;CENTRO DE ENSINO DR OTAVIO VIEIRA PASSOS;2103208;Chapadinha;2.0;1.0;CENSO_ESCOLAR_2025;190;142;441.91;152;450.9;152;463.77;142;435.23;152;124;81.58;439.34;538.55;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;20.0;10.0;0.0;1.0;4.0;100.0;2.0;40.0;4;3.0;75.0;1.0;3.0;60.0;50.0;0.0
21194434;CENTRO DE ENSINO ALEXANDRE PIRES;2101400;Balsas;2.0;1.0;CENSO_ESCOLAR_2025;42;26;427.22;28;464.6;28;471.81;26;418.59;28;26;92.86;491.43;529.23;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;8.0;5.0;5.0;0.0;3.0;75.0;0.0;0.0;4;1.0;25.0;0.0;1.0;20.0;62.5;62.5
21194483;CENTRO DE ENSINO JOAO PAULO II;2111300;São Luís;2.0;1.0;CENSO_ESCOLAR_2025;111;89;468.14;93;477.72;93;502.86;89;439.65;93;77;82.8;477.2;576.36;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;14.0;14.0;0.0;1.0;4.0;100.0;4.0;80.0;4;2.0;50.0;2.0;3.0;60.0;100.0;0.0
21195110;CENTRO DE ENSINO DRA AGOSTINHA MELO CORREIA LIMA - ANEXO I - SAO VICENTE;2105153;Igarapé do Meio;2.0;2.0;CENSO_ESCOLAR_2025;12;1;431.3;4;442.42;4;469.0;1;373.4;4;3;75.0;365.0;486.67;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;75.0;0.0;0.0;4;3.0;75.0;0.0;1.0;20.0;0.0;0.0
21196283;CENTRO DE ENSINO DR CLARINDO SANTIAGO;2111300;São Luís;2.0;1.0;CENSO_ESCOLAR_2025;67;61;463.76;62;475.12;62;505.16;61;447.44;62;56;90.32;585.81;648.57;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;7.0;7.0;0.0;1.0;4.0;100.0;1.0;20.0;4;3.0;75.0;4.0;2.0;40.0;100.0;0.0
21196297;CENTRO DE ENSINO CRUZEIRO DE SANTA BARBARA;2111300;São Luís;2.0;2.0;CENSO_ESCOLAR_2025;73;55;473.03;57;470.02;57;493.64;55;456.99;57;49;85.96;491.58;571.84;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;9.0;9.0;0.0;1.0;3.0;75.0;2.0;40.0;4;4.0;100.0;4.0;1.0;20.0;100.0;0.0
21197067;IFMA - CAMPUS BARREIRINHAS;2101707;Barreirinhas;1.0;2.0;CENSO_ESCOLAR_2025;151;136;489.04;138;479.16;138;505.51;136;469.25;138;131;94.93;577.54;608.4;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;31.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;10.0;10.0;10.0;1.0;3.0;75.0;4.0;80.0;4;4.0;100.0;31.0;4.0;80.0;100.0;100.0
