CO_ESCOLA;NO_ESCOLA;CO_MUNICIPIO;NO_MUNICIPIO;DEPENDENCIA;LOCALIZACAO;FONTE_IDENTIFICACAO;QTD_REGISTROS;QTD_PARTICIPANTES_CN;MEDIA_CN;QTD_PARTICIPANTES_CH;MEDIA_CH;QTD_PARTICIPANTES_LC;MEDIA_LC;QTD_PARTICIPANTES_MT;MEDIA_MT;QTD_PRESENTES_REDACAO;QTD_REDACOES_SEM_PROBLEMAS;PERCENTUAL_REDACOES_SEM_PROBLEMAS;MEDIA_REDACAO_GERAL;MEDIA_REDACAO_SEM_PROBLEMAS;IN_AGUA_POTAVEL;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_LIXO_SERVICO_COLETA;IN_BIBLIOTECA;IN_BIBLIOTECA_SALA_LEITURA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_REFEITORIO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_INTERNET_APRENDIZAGEM;IN_BANDA_LARGA;QT_DESKTOP_ALUNO;QT_COMP_PORTATIL_ALUNO;QT_TABLET_ALUNO;IN_BANHEIRO_PNE;IN_SALA_ATENDIMENTO_ESPECIAL;IN_ACESSIBILIDADE_RAMPAS;IN_ACESSIBILIDADE_PISOS_TATEIS;IN_ACESSIBILIDADE_SINALIZACAO;IN_ACESSIBILIDADE_INEXISTENTE;QT_SALAS_UTILIZADAS;QT_SALAS_UTILIZA_CLIMATIZADAS;QT_SALAS_UTILIZADAS_ACESSIVEIS;TEM_BIBLIOTECA_OU_SALA_LEITURA;QTD_SERVICOS_BASICOS;PERCENTUAL_SERVICOS_BASICOS;QTD_ESPACOS_ESCOLARES;PERCENTUAL_ESPACOS_ESCOLARES;QTD_INFORMACOES_CONECTIVIDADE;QTD_RECURSOS_CONECTIVIDADE;PERCENTUAL_RECURSOS_CONECTIVIDADE;TOTAL_DISPOSITIVOS_ALUNOS;QTD_RECURSOS_ACESSIBILIDADE;PERCENTUAL_RECURSOS_ACESSIBILIDADE;PERCENTUAL_SALAS_CLIMATIZADAS;PERCENTUAL_SALAS_ACESSIVEIS
21067244;CENTRO DE ENSINO DR TARQUINIO LOPES FILHO;2102903;Carutapera;2.0;1.0;CENSO_ESCOLAR_2025;102;74;450.5;78;464.27;78;488.11;74;437.96;78;71;91.03;506.67;556.62;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;18.0;8.0;8.0;1.0;3.0;75.0;2.0;40.0;4;2.0;50.0;2.0;3.0;60.0;44.44;44.44
21068518;CENTRO EDUCA MAIS BENEDITA JORGE;2104305;Godofredo Viana;2.0;1.0;CENSO_ESCOLAR_2025;73;51;457.09;53;458.08;53;484.63;51;449.52;53;47;88.68;517.74;583.83;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;16.0;8.0;0.0;0.0;3.0;75.0;0.0;0.0;4;1.0;25.0;0.0;3.0;60.0;50.0;0.0
21069026;CENTRO DE ENSINO ALMEIDA BRAGA;2106201;Luís Domingues;2.0;1.0;CENSO_ESCOLAR_2025;60;45;444.51;48;453.02;48;458.13;45;421.01;48;44;91.67;457.08;498.64;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;7.0;7.0;1.0;3.0;75.0;2.0;40.0;4;4.0;100.0;0.0;1.0;20.0;100.0;100.0
21071071;CENTRO DE ENSINO PAULO RAMOS;2112407;Turiaçu;2.0;1.0;CENSO_ESCOLAR_2025;245;177;442.68;190;438.39;190;465.86;177;423.01;190;161;84.74;446.32;526.71;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;16.0;11.0;11.0;1.0;3.0;75.0;2.0;40.0;4;3.0;75.0;0.0;2.0;40.0;68.75;68.75
21071926;CENTRO DE ENSINO GONCALVES DIAS;2100402;Altamira do Maranhão;2.0;1.0;CENSO_ESCOLAR_2025;38;27;457.46;27;459.51;27;472.41;27;431.38;27;24;88.89;462.96;520.83;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;3.0;75.0;2.0;40.0;3;0.0;0.0;0.0;2.0;40.0;100.0;0.0
21073252;CENTRO DE EDUCACAO ESCOLAR INDIGENA JANUARIA;2102002;Bom Jardim;2.0;2.0;CENSO_ESCOLAR_2025;18;13;425.98;14;443.42;14;445.2;13;412.38;14;12;85.71;437.14;510.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;5.0;5.0;40.0;1.0;1.0;1.0;0.0;0.0;0.0;10.0;9.0;9.0;1.0;2.0;50.0;2.0;40.0;4;4.0;100.0;50.0;3.0;60.0;90.0;90.0
21073805;CENTRO DE ENSINO PROFESSORA MARIA LUIZA RODRIGUES DE SOUSA;2102002;Bom Jardim;2.0;1.0;CENSO_ESCOLAR_2025;89;62;436.42;65;451.77;65;463.78;62;425.01;65;53;81.54;422.46;518.11;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;7.0;7.0;7.0;1.0;3.0;75.0;1.0;20.0;4;1.0;25.0;3.0;3.0;60.0;100.0;100.0
21075662;CENTRO EDUCA MAIS CRISTOVAO COLOMBO;2105708;Lago da Pedra;2.0;1.0;CENSO_ESCOLAR_2025;118;78;430.93;83;451.52;83;469.11;78;427.92;83;54;65.06;359.04;551.85;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;8.0;0.0;1.0;2.0;50.0;2.0;40.0;4;3.0;75.0;10.0;0.0;0.0;80.0;0.0
21075689;CENTRO EDUCA MAIS MAURA JORGE DE MELO;2105708;Lago da Pedra;2.0;1.0;CENSO_ESCOLAR_2025;118;97;457.38;99;463.66;99;487.67;97;457.77;99;92;92.93;507.47;546.09;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;6.0;6.0;1.0;3.0;75.0;2.0;40.0;4;3.0;75.0;10.0;1.0;20.0;100.0;100.0
21075697;CENTRO DE ENSINO FREI GODOFREDO BAUERDICK;2105708;Lago da Pedra;2.0;1.0;CENSO_ESCOLAR_2025;125;87;445.1;93;464.98;93;482.34;87;451.18;93;72;77.42;429.68;555.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;6.0;1.0;1.0;3.0;75.0;2.0;40.0;4;3.0;75.0;1.0;2.0;40.0;100.0;16.67
21076839;CENTRO EDUCA MAIS ROBERTO SARNEY;2108108;Paulo Ramos;2.0;1.0;CENSO_ESCOLAR_2025;163;97;440.29;100;444.44;100;461.0;97;432.39;100;85;85.0;470.4;553.41;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;4.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;14.0;10.0;10.0;1.0;3.0;75.0;3.0;60.0;4;2.0;50.0;5.0;2.0;40.0;71.43;71.43
21076855;CENAGIBHAICKELESCOLA;2108504;Pindaré-Mirim;2.0;1.0;CENSO_ESCOLAR_2025;14;3;437.73;4;455.78;4;446.5;3;357.8;4;3;75.0;320.0;426.67;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;2.0;50.0;4.0;80.0;4;2.0;50.0;2.0;0.0;0.0;0.0;0.0
21077568;CENTRO DE ENSINO JERUSA DA SILVA RABELO;2108504;Pindaré-Mirim;2.0;1.0;CENSO_ESCOLAR_2025;47;21;445.69;24;477.36;24;466.04;21;436.67;24;22;91.67;477.5;520.91;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;7.0;7.0;7.0;0.0;2.0;50.0;1.0;20.0;4;4.0;100.0;5.0;3.0;60.0;100.0;100.0
21077576;CENTRO EDUCA MAIS PROFESSOR JOAO CARDOSO CAMPOS;2108504;Pindaré-Mirim;2.0;1.0;CENSO_ESCOLAR_2025;71;52;436.71;52;440.27;52;452.73;52;412.17;52;44;84.62;436.54;515.91;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;6.0;1.0;1.0;3.0;75.0;2.0;40.0;4;4.0;100.0;3.0;3.0;60.0;100.0;16.67
21077584;CENTRO EDUCA MAIS FRANCISCO DAS CHAGAS VASCONCELOS;2108504;Pindaré-Mirim;2.0;1.0;CENSO_ESCOLAR_2025;44;24;421.74;28;430.68;28;426.69;24;407.81;28;24;85.71;367.86;429.17;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;11.0;0.0;11.0;1.0;3.0;75.0;2.0;40.0;4;4.0;100.0;1.0;3.0;60.0;0.0;100.0
21077711;CENTRO EDUCA MAIS DOM PEDRO II;2112274;Tufilândia;2.0;1.0;CENSO_ESCOLAR_2025;57;39;427.02;39;439.11;39;469.42;39;410.69;39;26;66.67;337.44;506.15;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;5.0;0.0;0.0;3.0;75.0;0.0;0.0;4;4.0;100.0;2.0;2.0;40.0;83.33;0.0
21077720;CENTRO EDUCA MAIS POETA ANTONIO JOSE;2109908;Santa Inês;2.0;1.0;CENSO_ESCOLAR_2025;79;77;474.99;77;486.74;77;520.98;77;481.28;77;68;88.31;656.1;742.94;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;9.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;10.0;10.0;10.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;10.0;3.0;60.0;100.0;100.0
21077762;CENTRO DE ENSINO BANDEIRA TRIBUZZI CAIC;2109908;Santa Inês;2.0;1.0;CENSO_ESCOLAR_2025;125;70;450.24;75;453.89;75;466.15;70;452.4;75;61;81.33;429.33;527.87;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;5.0;0.0;1.0;3.0;75.0;5.0;100.0;4;3.0;75.0;5.0;0.0;0.0;62.5;0.0
21078505;CENTRO DE ENSINO PROFESSORA LEUDA DA SILVA CABRAL;2109908;Santa Inês;2.0;1.0;CENSO_ESCOLAR_2025;102;68;447.3;72;459.31;72;486.06;68;438.77;72;55;76.39;452.78;592.73;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6.0;2.0;2.0;1.0;3.0;75.0;1.0;20.0;4;3.0;75.0;0.0;3.0;60.0;33.33;33.33
21078556;CENTRO DE ENSINO NEUSA DE CARVALHO BASTOS;2109908;Santa Inês;2.0;1.0;CENSO_ESCOLAR_2025;48;34;447.94;36;466.14;36;491.08;34;427.29;36;30;83.33;524.44;629.33;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;1.0;3.0;75.0;2.0;40.0;4;3.0;75.0;1.0;0.0;0.0;0.0;0.0
21078564;CENTRO DE ENSINO JOSUE MONTELLO;2109908;Santa Inês;2.0;1.0;CENSO_ESCOLAR_2025;46;28;457.39;32;442.04;32;469.62;28;390.26;32;24;75.0;346.25;461.67;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;4.0;0.0;1.0;3.0;75.0;1.0;20.0;4;1.0;25.0;0.0;0.0;0.0;66.67;0.0
21078572;CENTRO EDUCA MAIS PADRE CHAGAS;2109908;Santa Inês;2.0;1.0;CENSO_ESCOLAR_2025;91;48;434.78;54;448.19;54;475.52;48;424.36;54;44;81.48;457.04;560.91;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;12.0;0.0;10.0;1.0;3.0;75.0;2.0;40.0;4;4.0;100.0;1.0;2.0;40.0;0.0;83.33
21081590;CENTRO DE ENSINO DR FERNANDO CASTRO;2102325;Buriticupu;2.0;1.0;CENSO_ESCOLAR_2025;423;237;443.66;257;447.95;257;460.71;237;430.11;257;200;77.82;406.07;521.8;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;14.0;14.0;14.0;1.0;3.0;75.0;3.0;60.0;4;3.0;75.0;5.0;3.0;60.0;100.0;100.0
21081603;CENTRO EDUCA MAIS JOSE MARIANO MUNIZ;2110005;Santa Luzia;2.0;1.0;CENSO_ESCOLAR_2025;65;61;465.28;62;475.01;62;500.75;61;519.61;62;57;91.94;695.16;756.14;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;12.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;12.0;12.0;0.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;14.0;3.0;60.0;100.0;0.0
21081646;CENTRO DE ENSINO PROFESSOR VALMIR DA PAIXAO SANTOS;2110005;Santa Luzia;2.0;1.0;CENSO_ESCOLAR_2025;338;215;457.61;231;464.87;231;487.88;215;463.94;231;200;86.58;484.42;559.5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;14.0;14.0;14.0;0.0;3.0;75.0;1.0;20.0;4;3.0;75.0;2.0;2.0;40.0;100.0;100.0
21081654;CENTRO EDUCA MAIS TRAVASSOS FURTADO;2110005;Santa Luzia;2.0;1.0;CENSO_ESCOLAR_2025;94;63;442.46;68;453.88;68;472.1;63;445.11;68;56;82.35;423.53;514.29;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6.0;6.0;6.0;1.0;3.0;75.0;2.0;40.0;4;3.0;75.0;2.0;3.0;60.0;100.0;100.0
21083762;CENTRO DE ENSINO TEREZINHA ALVES ROCHA;2107357;Nova Olinda do Maranhão;2.0;1.0;CENSO_ESCOLAR_2025;203;138;437.38;151;447.1;151;461.6;138;422.43;151;132;87.42;457.75;523.64;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;4.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;6.0;6.0;1.0;3.0;75.0;3.0;60.0;4;3.0;75.0;6.0;1.0;20.0;66.67;66.67
21083789;CENTRO DE ENSINO MARIA ESPINDOLA DE ARAUJO SILVA;2109239;Presidente Médici;2.0;1.0;CENSO_ESCOLAR_2025;32;23;441.53;23;465.43;23;467.55;23;435.31;23;22;95.65;566.09;591.82;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;6.0;0.0;0.0;3.0;75.0;0.0;0.0;4;4.0;100.0;4.0;0.0;0.0;60.0;0.0
21083835;CENTRO DE ENSINO CLEOBETO DE OLIVEIRA MESQUITA;2110039;Santa Luzia do Paruá;2.0;1.0;CENSO_ESCOLAR_2025;39;16;444.08;17;438.23;17;465.08;16;435.74;17;11;64.71;322.35;498.18;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;4.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6.0;6.0;6.0;1.0;3.0;75.0;3.0;60.0;4;3.0;75.0;6.0;3.0;60.0;100.0;100.0
21085064;CENTRO EDUCA MAIS APARICIO BANDEIRA;2113009;Vitorino Freire;2.0;1.0;CENSO_ESCOLAR_2025;26;17;473.22;17;452.16;17;494.04;17;457.26;17;12;70.59;389.41;551.67;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;10.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;6.0;6.0;6.0;1.0;3.0;75.0;3.0;60.0;4;4.0;100.0;14.0;3.0;60.0;100.0;100.0
21085161;CENTRO DE ENSINO RUI BARBOSA;2113009;Vitorino Freire;2.0;1.0;CENSO_ESCOLAR_2025;318;199;450.69;214;457.34;214;468.55;199;429.91;214;186;86.92;492.52;566.67;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;22.0;10.0;10.0;1.0;3.0;75.0;3.0;60.0;4;4.0;100.0;4.0;2.0;40.0;45.45;45.45
21088098;CENTRO DE ENSINO PRINCESA ISABEL;2114007;Zé Doca;2.0;1.0;CENSO_ESCOLAR_2025;21;6;439.92;7;449.53;7;461.77;6;389.07;7;6;85.71;428.57;500.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;14.0;8.0;8.0;1.0;3.0;75.0;1.0;20.0;4;2.0;50.0;0.0;2.0;40.0;57.14;57.14
21088101;CENTRO DE ENSINO ANTONIO MACEDO DE ALMEIDA;2104651;Governador Newton Bello;2.0;1.0;CENSO_ESCOLAR_2025;40;31;437.7;31;431.85;31;458.03;31;407.72;31;27;87.1;474.19;544.44;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;3.0;75.0;0.0;0.0;3;0.0;0.0;0.0;2.0;40.0;100.0;0.0
21088110;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MA - IEMA PLENO ZE DOCA;2114007;Zé Doca;2.0;1.0;CENSO_ESCOLAR_2025;125;111;474.99;110;465.32;110;500.5;111;456.92;110;106;96.36;628.73;652.45;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;10.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;10.0;10.0;10.0;1.0;3.0;75.0;4.0;80.0;4;4.0;100.0;11.0;2.0;40.0;100.0;100.0
21088144;CENTRO DE ENSINO PROFESSOR FRANCISCO DE ASSIS AMORIM DE ARAUJO;2114007;Zé Doca;2.0;1.0;CENSO_ESCOLAR_2025;167;100;450.61;110;451.91;110;465.94;100;434.16;110;89;80.91;465.27;575.06;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;32.0;9.0;1.0;1.0;3.0;75.0;1.0;20.0;4;2.0;50.0;0.0;3.0;60.0;28.12;3.12
21088179;CENTRO DE ENSINO PROFESSORA NORMA SUELY MENDES;2100055;Açailândia;2.0;1.0;CENSO_ESCOLAR_2025;115;72;465.75;78;484.41;78;499.07;72;449.26;78;73;93.59;504.36;538.9;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;3.0;75.0;0.0;0.0;4;2.0;50.0;0.0;0.0;0.0;100.0;0.0
21088276;CENTRO DE ENSINO DOM MARCELINO BICEGO;2100055;Açailândia;2.0;1.0;CENSO_ESCOLAR_2025;69;61;453.87;61;464.15;61;484.06;61;453.02;61;52;85.25;465.9;546.54;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;4.0;0.0;1.0;3.0;75.0;1.0;20.0;4;3.0;75.0;1.0;1.0;20.0;80.0;0.0
21090262;CENTRO DE ENSINO JOSE NEVES DE OLIVEIRA;2105427;Itinga do Maranhão;2.0;1.0;CENSO_ESCOLAR_2025;89;75;453.94;78;450.64;78;482.13;75;435.39;78;50;64.1;350.77;547.2;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;5.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;11.0;8.0;8.0;1.0;3.0;75.0;2.0;40.0;4;4.0;100.0;5.0;3.0;60.0;72.73;72.73
21090289;CENTRO DE ENSINO PROFESSOR ANTONIO CARLOS BECKMAN;2100055;Açailândia;2.0;1.0;CENSO_ESCOLAR_2025;121;107;473.99;112;485.65;112;509.25;107;488.15;112;105;93.75;604.82;645.14;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;10.0;10.0;0.0;3.0;75.0;1.0;20.0;4;3.0;75.0;3.0;1.0;20.0;55.56;55.56
21092273;CENTRO DE ENSINO PADRE JOAO BATISTA TEIXEIRA;2100600;Amarante do Maranhão;2.0;1.0;CENSO_ESCOLAR_2025;177;115;444.95;119;455.95;119;457.77;115;425.61;119;106;89.08;459.5;515.85;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;31.0;10.0;10.0;1.0;3.0;75.0;1.0;20.0;4;4.0;100.0;3.0;2.0;40.0;32.26;32.26
21092346;COLEGIO MILITAR TIRADENTES II - IMPERATRIZ;2105302;Imperatriz;2.0;1.0;CENSO_ESCOLAR_2025;154;145;541.49;147;559.64;147;566.84;145;617.4;147;144;97.96;753.61;769.31;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;18.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;16.0;1.0;1.0;4.0;100.0;5.0;100.0;4;3.0;75.0;19.0;1.0;20.0;100.0;6.25
21092354;INSTITUTO ESTADUAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MARANHAO - IEMA PLENO IMPERATRIZ;2105302;Imperatriz;2.0;1.0;CENSO_ESCOLAR_2025;135;75;473.18;84;473.4;84;496.03;75;451.61;84;65;77.38;473.57;612.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;12.0;12.0;1.0;1.0;3.0;75.0;5.0;100.0;4;4.0;100.0;10.0;1.0;20.0;100.0;8.33
21092362;IFMA - CAMPUS IMPERATRIZ;2105302;Imperatriz;1.0;1.0;CENSO_ESCOLAR_2025;204;188;540.7;194;549.38;194;563.08;188;584.63;194;184;94.85;686.91;724.24;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;100.0;20.0;20.0;1.0;1.0;1.0;1.0;0.0;0.0;31.0;31.0;31.0;1.0;4.0;100.0;5.0;100.0;4;4.0;100.0;140.0;4.0;80.0;100.0;100.0
21092370;CENTRO DE ENSINO GRACA ARANHA;2105302;Imperatriz;2.0;1.0;CENSO_ESCOLAR_2025;295;260;477.72;271;489.94;271;521.23;260;486.73;271;243;89.67;576.97;643.46;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;15.0;15.0;15.0;1.0;4.0;100.0;4.0;80.0;4;2.0;50.0;0.0;2.0;40.0;100.0;100.0
21092389;CENTRO DE ENSINO AMARAL RAPOSO;2105302;Imperatriz;2.0;1.0;CENSO_ESCOLAR_2025;60;38;439.07;42;452.49;42;469.89;38;405.6;42;36;85.71;454.29;530.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;9.0;9.0;0.0;1.0;3.0;75.0;1.0;20.0;4;3.0;75.0;0.0;2.0;40.0;100.0;0.0
21092710;CENTRO DE ENSINO RAIMUNDO SOARES DA CUNHA;2105302;Imperatriz;2.0;1.0;CENSO_ESCOLAR_2025;193;144;466.2;157;469.16;157;498.87;144;461.67;157;133;84.71;523.57;618.05;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;10.0;0.0;0.0;1.0;3.0;75.0;2.0;40.0;4;1.0;25.0;0.0;3.0;60.0;0.0;0.0
21092729;CENTRO DE ENSINO ISAURA AMORIM;2103257;Cidelândia;2.0;1.0;CENSO_ESCOLAR_2025;105;83;449.15;86;450.3;86;470.37;83;438.92;86;71;82.56;478.14;579.15;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;10.0;7.0;0.0;1.0;3.0;75.0;1.0;20.0;4;2.0;50.0;0.0;2.0;40.0;70.0;0.0
21092770;CENTRO DE ENSINO FRANCISCO ALVES II;2103752;Davinópolis;2.0;1.0;CENSO_ESCOLAR_2025;118;89;440.31;91;457.09;91;465.89;89;428.89;91;76;83.52;421.98;505.26;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;8.0;8.0;8.0;1.0;4.0;100.0;2.0;40.0;4;4.0;100.0;4.0;2.0;40.0;100.0;100.0
